County Name/State Abbreviation,Year,Labor Force,Employed,Unemployed,Unemployment Rate
"Houston County, AL",2015,"44,440     ","41,655     ","2,785     ",6.3     
"Jackson County, AL",2015,"23,407     ","21,840     ","1,567     ",6.7     
"Jefferson County, AL",2015,"310,158     ","292,165     ","17,993     ",5.8     
"Lamar County, AL",2015,"5,602     ","5,246     ",356     ,6.4     
"Lauderdale County, AL",2015,"42,544     ","39,577     ","2,967     ",7.0     
"Lawrence County, AL",2015,"13,642     ","12,582     ","1,060     ",7.8     
"Lee County, AL",2015,"70,690     ","66,958     ","3,732     ",5.3     
"Limestone County, AL",2015,"39,848     ","37,653     ","2,195     ",5.5     
"Lowndes County, AL",2015,"3,819     ","3,376     ",443     ,11.6     
"Macon County, AL",2015,"7,951     ","7,307     ",644     ,8.1     
"Madison County, AL",2015,"170,473     ","161,071     ","9,402     ",5.5     
"Marengo County, AL",2015,"7,387     ","6,820     ",567     ,7.7     
"Marion County, AL",2015,"12,453     ","11,583     ",870     ,7.0     
"Marshall County, AL",2015,"40,290     ","37,944     ","2,346     ",5.8     
"Mobile County, AL",2015,"186,483     ","173,586     ","12,897     ",6.9     
"Monroe County, AL",2015,"7,324     ","6,583     ",741     ,10.1     
"Montgomery County, AL",2015,"104,799     ","98,376     ","6,423     ",6.1     
"Morgan County, AL",2015,"54,782     ","51,538     ","3,244     ",5.9     
"Perry County, AL",2015,"3,478     ","3,129     ",349     ,10.0     
"Pickens County, AL",2015,"7,987     ","7,445     ",542     ,6.8     
"Pike County, AL",2015,"14,904     ","13,918     ",986     ,6.6     
"Randolph County, AL",2015,"9,410     ","8,852     ",558     ,5.9     
"Russell County, AL",2015,"24,051     ","22,614     ","1,437     ",6.0     
"St. Clair County, AL",2015,"38,470     ","36,452     ","2,018     ",5.2     
"Shelby County, AL",2015,"107,932     ","103,362     ","4,570     ",4.2     
"Sumter County, AL",2015,"5,096     ","4,687     ",409     ,8.0     
"Talladega County, AL",2015,"35,052     ","32,736     ","2,316     ",6.6     
"Tallapoosa County, AL",2015,"18,696     ","17,550     ","1,146     ",6.1     
"Tuscaloosa County, AL",2015,"98,625     ","93,229     ","5,396     ",5.5     
"Walker County, AL",2015,"25,503     ","23,650     ","1,853     ",7.3     
"Washington County, AL",2015,"6,685     ","6,086     ",599     ,9.0     
"Wilcox County, AL",2015,"2,819     ","2,404     ",415     ,14.7     
"Winston County, AL",2015,"9,354     ","8,645     ",709     ,7.6     
"Aleutians East Borough, AK",2015,"2,472     ","2,395     ",77     ,3.1     
"Aleutians West Census Area, AK",2015,"4,060     ","3,908     ",152     ,3.7     
"Anchorage Borough/municipality, AK",2015,"156,476     ","148,856     ","7,620     ",4.9     
"Bethel Census Area, AK",2015,"7,325     ","6,304     ","1,021     ",13.9     
"Bristol Bay Borough, AK",2015,380     ,346     ,34     ,8.9     
"Denali Borough, AK",2015,"1,066     ",976     ,90     ,8.4     
"Dillingham Census Area, AK",2015,"2,033     ","1,843     ",190     ,9.3     
"Fairbanks North Star Borough, AK",2015,"46,308     ","43,862     ","2,446     ",5.3     
"Haines Borough, AK",2015,"1,083     ",980     ,103     ,9.5     
"Hoonah-Angoon Census Area, AK",2015,"1,128     ",962     ,166     ,14.7     
"Juneau Borough/city, AK",2015,"17,060     ","16,283     ",777     ,4.6     
"Kenai Peninsula Borough, AK",2015,"27,557     ","25,470     ","2,087     ",7.6     
"Ketchikan Gateway Borough, AK",2015,"6,944     ","6,482     ",462     ,6.7     
"Kodiak Island Borough, AK",2015,"6,608     ","6,300     ",308     ,4.7     
"Kusilvak Census Area, AK",2015,"2,787     ","2,160     ",627     ,22.5     
"Lake and Peninsula Borough, AK",2015,643     ,565     ,78     ,12.1     
"Matanuska-Susitna Borough, AK",2015,"46,057     ","42,633     ","3,424     ",7.4     
"Nome Census Area, AK",2015,"4,065     ","3,596     ",469     ,11.5     
"North Slope Borough, AK",2015,"4,296     ","4,059     ",237     ,5.5     
"Northwest Arctic Borough, AK",2015,"2,893     ","2,444     ",449     ,15.5     
"Petersburg Borough, AK",2015,"1,490     ","1,361     ",129     ,8.7     
"Prince of Wales-Hyder Census Area, AK",2015,"2,750     ","2,415     ",335     ,12.2     
"Sitka Borough/city, AK",2015,"4,591     ","4,387     ",204     ,4.4     
"Skagway Municipality, AK",2015,808     ,718     ,90     ,11.1     
"Southeast Fairbanks Census Area, AK",2015,"2,997     ","2,688     ",309     ,10.3     
"Valdez-Cordova Census Area, AK",2015,"4,864     ","4,456     ",408     ,8.4     
"Wrangell Borough/city, AK",2015,"1,028     ",950     ,78     ,7.6     
"Yakutat Borough/city, AK",2015,259     ,237     ,22     ,8.5     
"Yukon-Koyukuk Census Area, AK",2015,"2,395     ","1,968     ",427     ,17.8     
"Apache County, AZ",2015,"20,730     ","17,966     ","2,764     ",13.3     
"Cochise County, AZ",2015,"50,586     ","46,891     ","3,695     ",7.3     
"Coconino County, AZ",2015,"73,669     ","68,861     ","4,808     ",6.5     
"Gila County, AZ",2015,"21,321     ","19,633     ","1,688     ",7.9     
"Graham County, AZ",2015,"14,590     ","13,515     ","1,075     ",7.4     
"Greenlee County, AZ",2015,"4,068     ","3,745     ",323     ,7.9     
"La Paz County, AZ",2015,"8,217     ","7,602     ",615     ,7.5     
"Maricopa County, AZ",2015,"2,033,488     ","1,928,852     ","104,636     ",5.1     
"Mohave County, AZ",2015,"80,004     ","73,633     ","6,371     ",8.0     
"Navajo County, AZ",2015,"40,931     ","36,963     ","3,968     ",9.7     
"Pima County, AZ",2015,"467,826     ","442,099     ","25,727     ",5.5     
"Pinal County, AZ",2015,"158,049     ","148,079     ","9,970     ",6.3     
"Santa Cruz County, AZ",2015,"19,986     ","17,687     ","2,299     ",11.5     
"Yavapai County, AZ",2015,"96,735     ","91,286     ","5,449     ",5.6     
"Yuma County, AZ",2015,"94,249     ","73,736     ","20,513     ",21.8     
"Arkansas County, AR",2015,"9,534     ","9,142     ",392     ,4.1     
"Ashley County, AR",2015,"8,397     ","7,771     ",626     ,7.5     
"Baxter County, AR",2015,"16,288     ","15,407     ",881     ,5.4     
"Benton County, AR",2015,"122,348     ","117,802     ","4,546     ",3.7     
"Boone County, AR",2015,"15,909     ","15,145     ",764     ,4.8     
"Bradley County, AR",2015,"4,575     ","4,314     ",261     ,5.7     
"Calhoun County, AR",2015,"2,429     ","2,300     ",129     ,5.3     
"Carroll County, AR",2015,"12,711     ","12,138     ",573     ,4.5     
"Chicot County, AR",2015,"3,743     ","3,408     ",335     ,9.0     
"Clark County, AR",2015,"9,663     ","9,144     ",519     ,5.4     
"Clay County, AR",2015,"6,323     ","5,911     ",412     ,6.5     
"Cleburne County, AR",2015,"9,655     ","8,996     ",659     ,6.8     
"Cleveland County, AR",2015,"3,371     ","3,184     ",187     ,5.5     
"Columbia County, AR",2015,"9,599     ","8,982     ",617     ,6.4     
"Conway County, AR",2015,"8,682     ","8,161     ",521     ,6.0     
"Craighead County, AR",2015,"51,214     ","48,977     ","2,237     ",4.4     
"Crawford County, AR",2015,"26,962     ","25,582     ","1,380     ",5.1     
"Crittenden County, AR",2015,"21,503     ","20,198     ","1,305     ",6.1     
"Cross County, AR",2015,"8,135     ","7,701     ",434     ,5.3     
"Dallas County, AR",2015,"2,987     ","2,782     ",205     ,6.9     
"Desha County, AR",2015,"5,579     ","5,178     ",401     ,7.2     
"Drew County, AR",2015,"8,115     ","7,568     ",547     ,6.7     
"Faulkner County, AR",2015,"60,161     ","57,396     ","2,765     ",4.6     
"Franklin County, AR",2015,"7,442     ","7,080     ",362     ,4.9     
"Fulton County, AR",2015,"4,779     ","4,534     ",245     ,5.1     
"Garland County, AR",2015,"40,111     ","37,950     ","2,161     ",5.4     
"Grant County, AR",2015,"8,293     ","7,921     ",372     ,4.5     
"Greene County, AR",2015,"20,036     ","19,012     ","1,024     ",5.1     
"Hempstead County, AR",2015,"9,965     ","9,483     ",482     ,4.8     
"Hot Spring County, AR",2015,"14,260     ","13,552     ",708     ,5.0     
"Howard County, AR",2015,"6,110     ","5,856     ",254     ,4.2     
"Independence County, AR",2015,"15,733     ","14,731     ","1,002     ",6.4     
"Izard County, AR",2015,"4,999     ","4,673     ",326     ,6.5     
"Jackson County, AR",2015,"6,212     ","5,750     ",462     ,7.4     
"Jefferson County, AR",2015,"28,882     ","26,872     ","2,010     ",7.0     
"Johnson County, AR",2015,"10,446     ","9,854     ",592     ,5.7     
"Lafayette County, AR",2015,"2,658     ","2,461     ",197     ,7.4     
"Lawrence County, AR",2015,"7,075     ","6,655     ",420     ,5.9     
"Lee County, AR",2015,"3,194     ","2,984     ",210     ,6.6     
"Lincoln County, AR",2015,"4,143     ","3,892     ",251     ,6.1     
"Little River County, AR",2015,"5,617     ","5,315     ",302     ,5.4     
"Logan County, AR",2015,"9,204     ","8,682     ",522     ,5.7     
"Lonoke County, AR",2015,"33,138     ","31,769     ","1,369     ",4.1     
"Madison County, AR",2015,"7,113     ","6,843     ",270     ,3.8     
"Marion County, AR",2015,"6,552     ","6,217     ",335     ,5.1     
"Miller County, AR",2015,"19,993     ","19,007     ",986     ,4.9     
"Mississippi County, AR",2015,"18,412     ","16,774     ","1,638     ",8.9     
"Monroe County, AR",2015,"2,986     ","2,808     ",178     ,6.0     
"Montgomery County, AR",2015,"3,271     ","3,054     ",217     ,6.6     
"Nevada County, AR",2015,"3,675     ","3,495     ",180     ,4.9     
"Newton County, AR",2015,"3,409     ","3,246     ",163     ,4.8     
"Ouachita County, AR",2015,"9,977     ","9,357     ",620     ,6.2     
"Perry County, AR",2015,"4,218     ","3,963     ",255     ,6.0     
"Phillips County, AR",2015,"7,023     ","6,498     ",525     ,7.5     
"Pike County, AR",2015,"4,231     ","3,987     ",244     ,5.8     
"Poinsett County, AR",2015,"10,105     ","9,548     ",557     ,5.5     
"Polk County, AR",2015,"8,362     ","7,887     ",475     ,5.7     
"Pope County, AR",2015,"29,886     ","28,333     ","1,553     ",5.2     
"Prairie County, AR",2015,"3,744     ","3,571     ",173     ,4.6     
"Pulaski County, AR",2015,"186,837     ","178,413     ","8,424     ",4.5     
"Randolph County, AR",2015,"6,209     ","5,772     ",437     ,7.0     
"St. Francis County, AR",2015,"8,992     ","8,351     ",641     ,7.1     
"Saline County, AR",2015,"56,229     ","53,970     ","2,259     ",4.0     
"Scott County, AR",2015,"4,546     ","4,333     ",213     ,4.7     
"Searcy County, AR",2015,"3,039     ","2,870     ",169     ,5.6     
"Sebastian County, AR",2015,"57,971     ","55,224     ","2,747     ",4.7     
"Sevier County, AR",2015,"5,688     ","5,348     ",340     ,6.0     
"Sharp County, AR",2015,"6,028     ","5,618     ",410     ,6.8     
"Stone County, AR",2015,"4,723     ","4,432     ",291     ,6.2     
"Union County, AR",2015,"16,999     ","15,973     ","1,026     ",6.0     
"Van Buren County, AR",2015,"6,453     ","6,026     ",427     ,6.6     
"Washington County, AR",2015,"115,733     ","111,702     ","4,031     ",3.5     
"White County, AR",2015,"34,681     ","32,557     ","2,124     ",6.1     
"Woodruff County, AR",2015,"3,043     ","2,851     ",192     ,6.3     
"Yell County, AR",2015,"9,001     ","8,551     ",450     ,5.0     
"Alameda County, CA",2015,"819,008     ","779,897     ","39,111     ",4.8     
"Alpine County, CA",2015,549     ,508     ,41     ,7.5     
"Amador County, CA",2015,"14,317     ","13,366     ",951     ,6.6     
"Butte County, CA",2015,"101,066     ","93,766     ","7,300     ",7.2     
"Calaveras County, CA",2015,"20,549     ","19,231     ","1,318     ",6.4     
"Colusa County, CA",2015,"11,051     ","9,342     ","1,709     ",15.5     
"Contra Costa County, CA",2015,"544,617     ","517,048     ","27,569     ",5.1     
"Del Norte County, CA",2015,"9,856     ","9,009     ",847     ,8.6     
"El Dorado County, CA",2015,"87,892     ","82,840     ","5,052     ",5.7     
"Fresno County, CA",2015,"440,308     ","395,174     ","45,134     ",10.3     
"Glenn County, CA",2015,"12,964     ","11,827     ","1,137     ",8.8     
"Humboldt County, CA",2015,"62,290     ","58,782     ","3,508     ",5.6     
"Imperial County, CA",2015,"76,750     ","57,864     ","18,886     ",24.6     
"Inyo County, CA",2015,"9,081     ","8,552     ",529     ,5.8     
"Kern County, CA",2015,"390,138     ","350,050     ","40,088     ",10.3     
"Kings County, CA",2015,"57,729     ","51,628     ","6,101     ",10.6     
"Lake County, CA",2015,"29,006     ","26,790     ","2,216     ",7.6     
"Lassen County, CA",2015,"10,760     ","9,978     ",782     ,7.3     
"Los Angeles County, CA",2015,"4,973,756     ","4,641,054     ","332,702     ",6.7     
"Madera County, CA",2015,"59,807     ","53,480     ","6,327     ",10.6     
"Marin County, CA",2015,"138,677     ","133,718     ","4,959     ",3.6     
"Mariposa County, CA",2015,"8,011     ","7,436     ",575     ,7.2     
"Mendocino County, CA",2015,"39,831     ","37,500     ","2,331     ",5.9     
"Merced County, CA",2015,"114,061     ","101,031     ","13,030     ",11.4     
"Modoc County, CA",2015,"3,303     ","3,019     ",284     ,8.6     
"Mono County, CA",2015,"8,239     ","7,731     ",508     ,6.2     
"Monterey County, CA",2015,"218,274     ","200,452     ","17,822     ",8.2     
"Napa County, CA",2015,"73,717     ","70,290     ","3,427     ",4.6     
"Nevada County, CA",2015,"48,006     ","45,388     ","2,618     ",5.5     
"Orange County, CA",2015,"1,584,296     ","1,513,060     ","71,236     ",4.5     
"Placer County, CA",2015,"176,339     ","167,367     ","8,972     ",5.1     
"Plumas County, CA",2015,"7,891     ","7,076     ",815     ,10.3     
"Riverside County, CA",2015,"1,033,458     ","963,825     ","69,633     ",6.7     
"Sacramento County, CA",2015,"684,577     ","643,295     ","41,282     ",6.0     
"San Benito County, CA",2015,"29,759     ","27,495     ","2,264     ",7.6     
"San Bernardino County, CA",2015,"919,308     ","859,733     ","59,575     ",6.5     
"San Diego County, CA",2015,"1,548,794     ","1,467,686     ","81,108     ",5.2     
"San Francisco County/city, CA",2015,"541,414     ","521,569     ","19,845     ",3.7     
"San Joaquin County, CA",2015,"314,401     ","286,281     ","28,120     ",8.9     
"San Luis Obispo County, CA",2015,"138,913     ","132,302     ","6,611     ",4.8     
"San Mateo County, CA",2015,"434,234     ","419,310     ","14,924     ",3.4     
"Santa Barbara County, CA",2015,"217,158     ","205,591     ","11,567     ",5.3     
"Santa Clara County, CA",2015,"1,012,215     ","969,950     ","42,265     ",4.2     
"Santa Cruz County, CA",2015,"143,227     ","132,434     ","10,793     ",7.5     
"Shasta County, CA",2015,"74,122     ","68,325     ","5,797     ",7.8     
"Sierra County, CA",2015,"1,362     ","1,242     ",120     ,8.8     
"Siskiyou County, CA",2015,"17,884     ","16,199     ","1,685     ",9.4     
"Solano County, CA",2015,"204,869     ","192,237     ","12,632     ",6.2     
"Sonoma County, CA",2015,"257,659     ","246,028     ","11,631     ",4.5     
"Stanislaus County, CA",2015,"240,986     ","217,971     ","23,015     ",9.6     
"Sutter County, CA",2015,"44,734     ","39,925     ","4,809     ",10.8     
"Tehama County, CA",2015,"25,019     ","23,029     ","1,990     ",8.0     
"Trinity County, CA",2015,"5,141     ","4,739     ",402     ,7.8     
"Tulare County, CA",2015,"202,126     ","178,491     ","23,635     ",11.7     
"Tuolumne County, CA",2015,"21,532     ","20,005     ","1,527     ",7.1     
"Ventura County, CA",2015,"427,235     ","402,977     ","24,258     ",5.7     
"Yolo County, CA",2015,"104,154     ","97,384     ","6,770     ",6.5     
"Yuba County, CA",2015,"27,726     ","25,135     ","2,591     ",9.3     
"Adams County, CO",2015,"247,743     ","237,372     ","10,371     ",4.2     
"Alamosa County, CO",2015,"7,648     ","7,267     ",381     ,5.0     
"Arapahoe County, CO",2015,"334,380     ","322,380     ","12,000     ",3.6     
"Archuleta County, CO",2015,"6,011     ","5,777     ",234     ,3.9     
"Baca County, CO",2015,"1,971     ","1,932     ",39     ,2.0     
"Bent County, CO",2015,"1,732     ","1,666     ",66     ,3.8     
"Boulder County, CO",2015,"176,818     ","171,415     ","5,403     ",3.1     
"Broomfield County/city, CO",2015,"35,546     ","34,415     ","1,131     ",3.2     
"Chaffee County, CO",2015,"8,494     ","8,215     ",279     ,3.3     
"Cheyenne County, CO",2015,"1,011     ",985     ,26     ,2.6     
"Clear Creek County, CO",2015,"5,545     ","5,349     ",196     ,3.5     
"Conejos County, CO",2015,"3,596     ","3,398     ",198     ,5.5     
"Costilla County, CO",2015,"1,621     ","1,521     ",100     ,6.2     
"Crowley County, CO",2015,"1,353     ","1,295     ",58     ,4.3     
"Custer County, CO",2015,"1,988     ","1,921     ",67     ,3.4     
"Delta County, CO",2015,"13,432     ","12,693     ",739     ,5.5     
"Denver County/city, CO",2015,"375,631     ","362,250     ","13,381     ",3.6     
"Dolores County, CO",2015,"1,323     ","1,283     ",40     ,3.0     
"Douglas County, CO",2015,"172,204     ","167,066     ","5,138     ",3.0     
"Eagle County, CO",2015,"32,755     ","31,765     ",990     ,3.0     
"Elbert County, CO",2015,"13,264     ","12,862     ",402     ,3.0     
"El Paso County, CO",2015,"307,595     ","293,988     ","13,607     ",4.4     
"Fremont County, CO",2015,"14,489     ","13,627     ",862     ,5.9     
"Garfield County, CO",2015,"30,462     ","29,247     ","1,215     ",4.0     
"Gilpin County, CO",2015,"3,399     ","3,297     ",102     ,3.0     
"Grand County, CO",2015,"9,056     ","8,775     ",281     ,3.1     
"Gunnison County, CO",2015,"9,793     ","9,515     ",278     ,2.8     
"Hinsdale County, CO",2015,440     ,427     ,13     ,3.0     
"Huerfano County, CO",2015,"2,366     ","2,190     ",176     ,7.4     
"Jackson County, CO",2015,834     ,804     ,30     ,3.6     
"Jefferson County, CO",2015,"308,899     ","298,400     ","10,499     ",3.4     
"Kiowa County, CO",2015,791     ,771     ,20     ,2.5     
"Kit Carson County, CO",2015,"4,322     ","4,222     ",100     ,2.3     
"Lake County, CO",2015,"4,567     ","4,397     ",170     ,3.7     
"La Plata County, CO",2015,"29,862     ","28,871     ",991     ,3.3     
"Larimer County, CO",2015,"180,622     ","174,867     ","5,755     ",3.2     
"Las Animas County, CO",2015,"6,124     ","5,793     ",331     ,5.4     
"Lincoln County, CO",2015,"2,169     ","2,098     ",71     ,3.3     
"Logan County, CO",2015,"10,935     ","10,614     ",321     ,2.9     
"Mesa County, CO",2015,"71,758     ","67,929     ","3,829     ",5.3     
"Mineral County, CO",2015,444     ,429     ,15     ,3.4     
"Moffat County, CO",2015,"7,104     ","6,793     ",311     ,4.4     
"Montezuma County, CO",2015,"12,330     ","11,655     ",675     ,5.5     
"Montrose County, CO",2015,"19,319     ","18,379     ",940     ,4.9     
"Morgan County, CO",2015,"14,669     ","14,132     ",537     ,3.7     
"Otero County, CO",2015,"7,877     ","7,437     ",440     ,5.6     
"Ouray County, CO",2015,"2,154     ","2,064     ",90     ,4.2     
"Park County, CO",2015,"9,370     ","9,060     ",310     ,3.3     
"Phillips County, CO",2015,"2,358     ","2,304     ",54     ,2.3     
"Pitkin County, CO",2015,"10,737     ","10,337     ",400     ,3.7     
"Prowers County, CO",2015,"5,812     ","5,586     ",226     ,3.9     
"Pueblo County, CO",2015,"71,657     ","67,755     ","3,902     ",5.4     
"Rio Blanco County, CO",2015,"2,805     ","2,663     ",142     ,5.1     
"Rio Grande County, CO",2015,"4,861     ","4,566     ",295     ,6.1     
"Routt County, CO",2015,"14,282     ","13,835     ",447     ,3.1     
"Saguache County, CO",2015,"3,075     ","2,893     ",182     ,5.9     
"San Juan County, CO",2015,470     ,451     ,19     ,4.0     
"San Miguel County, CO",2015,"5,073     ","4,888     ",185     ,3.6     
"Sedgwick County, CO",2015,"1,146     ","1,109     ",37     ,3.2     
"Summit County, CO",2015,"20,570     ","20,070     ",500     ,2.4     
"Teller County, CO",2015,"11,402     ","10,912     ",490     ,4.3     
"Washington County, CO",2015,"2,786     ","2,717     ",69     ,2.5     
"Weld County, CO",2015,"147,778     ","142,298     ","5,480     ",3.7     
"Yuma County, CO",2015,"5,133     ","5,004     ",129     ,2.5     
"Fairfield County, CT",2015,"478,990     ","453,727     ","25,263     ",5.3     
"Hartford County, CT",2015,"474,825     ","447,489     ","27,336     ",5.8     
"Litchfield County, CT",2015,"105,271     ","99,925     ","5,346     ",5.1     
"Middlesex County, CT",2015,"92,377     ","87,905     ","4,472     ",4.8     
"New Haven County, CT",2015,"456,475     ","428,605     ","27,870     ",6.1     
"New London County, CT",2015,"136,381     ","128,427     ","7,954     ",5.8     
"Tolland County, CT",2015,"85,228     ","81,079     ","4,149     ",4.9     
"Windham County, CT",2015,"62,538     ","58,629     ","3,909     ",6.3     
"Kent County, DE",2015,"75,799     ","71,772     ","4,027     ",5.3     
"New Castle County, DE",2015,"289,489     ","276,051     ","13,438     ",4.6     
"Sussex County, DE",2015,"97,463     ","92,732     ","4,731     ",4.9     
District of Columbia,2015,"388,446     ","361,556     ","26,890     ",6.9     
"Alachua County, FL",2015,"129,993     ","123,941     ","6,052     ",4.7     
"Baker County, FL",2015,"11,217     ","10,584     ",633     ,5.6     
"Bay County, FL",2015,"87,884     ","83,026     ","4,858     ",5.5     
"Bradford County, FL",2015,"10,786     ","10,260     ",526     ,4.9     
"Brevard County, FL",2015,"257,457     ","241,882     ","15,575     ",6.0     
"Broward County, FL",2015,"992,033     ","940,668     ","51,365     ",5.2     
"Calhoun County, FL",2015,"4,960     ","4,654     ",306     ,6.2     
"Charlotte County, FL",2015,"67,928     ","63,810     ","4,118     ",6.1     
"Citrus County, FL",2015,"48,006     ","44,364     ","3,642     ",7.6     
"Clay County, FL",2015,"98,837     ","93,804     ","5,033     ",5.1     
"Collier County, FL",2015,"164,330     ","155,607     ","8,723     ",5.3     
"Columbia County, FL",2015,"29,089     ","27,474     ","1,615     ",5.6     
"DeSoto County, FL",2015,"13,431     ","12,643     ",788     ,5.9     
"Dixie County, FL",2015,"5,609     ","5,256     ",353     ,6.3     
"Duval County, FL",2015,"462,381     ","435,287     ","27,094     ",5.9     
"Escambia County, FL",2015,"138,671     ","130,843     ","7,828     ",5.6     
"Flagler County, FL",2015,"43,845     ","41,064     ","2,781     ",6.3     
"Franklin County, FL",2015,"4,791     ","4,563     ",228     ,4.8     
"Gadsden County, FL",2015,"18,285     ","16,957     ","1,328     ",7.3     
"Gilchrist County, FL",2015,"6,524     ","6,151     ",373     ,5.7     
"Glades County, FL",2015,"4,729     ","4,388     ",341     ,7.2     
"Gulf County, FL",2015,"6,019     ","5,699     ",320     ,5.3     
"Hamilton County, FL",2015,"4,540     ","4,243     ",297     ,6.5     
"Hardee County, FL",2015,"10,131     ","9,416     ",715     ,7.1     
"Hendry County, FL",2015,"15,162     ","13,535     ","1,627     ",10.7     
"Hernando County, FL",2015,"66,373     ","61,707     ","4,666     ",7.0     
"Highlands County, FL",2015,"35,485     ","32,799     ","2,686     ",7.6     
"Hillsborough County, FL",2015,"692,032     ","656,690     ","35,342     ",5.1     
"Holmes County, FL",2015,"6,718     ","6,301     ",417     ,6.2     
"Indian River County, FL",2015,"61,460     ","57,212     ","4,248     ",6.9     
"Jackson County, FL",2015,"17,379     ","16,345     ","1,034     ",5.9     
"Jefferson County, FL",2015,"5,395     ","5,071     ",324     ,6.0     
"Lafayette County, FL",2015,"3,217     ","3,068     ",149     ,4.6     
"Lake County, FL",2015,"141,343     ","133,475     ","7,868     ",5.6     
"Lee County, FL",2015,"320,586     ","303,892     ","16,694     ",5.2     
"Leon County, FL",2015,"148,125     ","140,607     ","7,518     ",5.1     
"Levy County, FL",2015,"16,510     ","15,547     ",963     ,5.8     
"Liberty County, FL",2015,"2,648     ","2,491     ",157     ,5.9     
"Madison County, FL",2015,"7,504     ","7,039     ",465     ,6.2     
"Manatee County, FL",2015,"165,527     ","157,051     ","8,476     ",5.1     
"Marion County, FL",2015,"130,698     ","122,131     ","8,567     ",6.6     
"Martin County, FL",2015,"69,769     ","65,987     ","3,782     ",5.4     
"Miami-Dade County, FL",2015,"1,295,273     ","1,215,857     ","79,416     ",6.1     
"Monroe County, FL",2015,"45,948     ","44,332     ","1,616     ",3.5     
"Nassau County, FL",2015,"36,703     ","34,798     ","1,905     ",5.2     
"Okaloosa County, FL",2015,"92,079     ","87,870     ","4,209     ",4.6     
"Okeechobee County, FL",2015,"17,318     ","16,216     ","1,102     ",6.4     
"Orange County, FL",2015,"688,737     ","653,788     ","34,949     ",5.1     
"Osceola County, FL",2015,"157,892     ","148,689     ","9,203     ",5.8     
"Palm Beach County, FL",2015,"693,582     ","657,771     ","35,811     ",5.2     
"Pasco County, FL",2015,"216,242     ","203,402     ","12,840     ",5.9     
"Pinellas County, FL",2015,"472,466     ","448,842     ","23,624     ",5.0     
"Polk County, FL",2015,"281,059     ","263,119     ","17,940     ",6.4     
"Putnam County, FL",2015,"27,376     ","25,266     ","2,110     ",7.7     
"St. Johns County, FL",2015,"113,798     ","109,271     ","4,527     ",4.0     
"St. Lucie County, FL",2015,"131,823     ","123,346     ","8,477     ",6.4     
"Santa Rosa County, FL",2015,"74,246     ","70,622     ","3,624     ",4.9     
"Sarasota County, FL",2015,"178,504     ","169,363     ","9,141     ",5.1     
"Seminole County, FL",2015,"237,549     ","225,741     ","11,808     ",5.0     
"Sumter County, FL",2015,"28,750     ","26,518     ","2,232     ",7.8     
"Suwannee County, FL",2015,"18,005     ","17,014     ",991     ,5.5     
