County Name/State Abbreviation,Year,Labor Force,Employed,Unemployed,Unemployment Rate
"Crawford County, IL",2016,"9,065     ","8,498     ",567     ,6.3     
"Cumberland County, IL",2016,"6,009     ","5,694     ",315     ,5.2     
"DeKalb County, IL",2016,"55,418     ","52,454     ","2,964     ",5.3     
"De Witt County, IL",2016,"7,975     ","7,521     ",454     ,5.7     
"Douglas County, IL",2016,"10,326     ","9,839     ",487     ,4.7     
"DuPage County, IL",2016,"516,779     ","491,849     ","24,930     ",4.8     
"Edgar County, IL",2016,"9,747     ","9,163     ",584     ,6.0     
"Edwards County, IL",2016,"2,984     ","2,811     ",173     ,5.8     
"Effingham County, IL",2016,"18,775     ","17,880     ",895     ,4.8     
"Fayette County, IL",2016,"9,786     ","9,149     ",637     ,6.5     
"Ford County, IL",2016,"6,683     ","6,319     ",364     ,5.4     
"Franklin County, IL",2016,"16,765     ","15,406     ","1,359     ",8.1     
"Fulton County, IL",2016,"15,871     ","14,697     ","1,174     ",7.4     
"Gallatin County, IL",2016,"2,546     ","2,352     ",194     ,7.6     
"Greene County, IL",2016,"6,095     ","5,740     ",355     ,5.8     
"Grundy County, IL",2016,"25,767     ","23,999     ","1,768     ",6.9     
"Hamilton County, IL",2016,"4,273     ","4,007     ",266     ,6.2     
"Hancock County, IL",2016,"8,868     ","8,289     ",579     ,6.5     
"Hardin County, IL",2016,"1,400     ","1,269     ",131     ,9.4     
"Henderson County, IL",2016,"3,732     ","3,505     ",227     ,6.1     
"Henry County, IL",2016,"25,322     ","23,793     ","1,529     ",6.0     
"Iroquois County, IL",2016,"14,860     ","14,040     ",820     ,5.5     
"Jackson County, IL",2016,"28,802     ","27,249     ","1,553     ",5.4     
"Jasper County, IL",2016,"4,665     ","4,373     ",292     ,6.3     
"Jefferson County, IL",2016,"17,642     ","16,512     ","1,130     ",6.4     
"Jersey County, IL",2016,"11,102     ","10,455     ",647     ,5.8     
"Jo Daviess County, IL",2016,"11,425     ","10,810     ",615     ,5.4     
"Johnson County, IL",2016,"4,227     ","3,858     ",369     ,8.7     
"Kane County, IL",2016,"271,322     ","256,305     ","15,017     ",5.5     
"Kankakee County, IL",2016,"54,935     ","51,381     ","3,554     ",6.5     
"Kendall County, IL",2016,"67,962     ","64,414     ","3,548     ",5.2     
"Knox County, IL",2016,"23,035     ","21,619     ","1,416     ",6.1     
"Lake County, IL",2016,"373,373     ","353,803     ","19,570     ",5.2     
"LaSalle County, IL",2016,"57,348     ","53,477     ","3,871     ",6.8     
"Lawrence County, IL",2016,"6,200     ","5,741     ",459     ,7.4     
"Lee County, IL",2016,"18,097     ","17,168     ",929     ,5.1     
"Livingston County, IL",2016,"17,097     ","16,174     ",923     ,5.4     
"Logan County, IL",2016,"13,097     ","12,398     ",699     ,5.3     
"McDonough County, IL",2016,"14,086     ","13,203     ",883     ,6.3     
"McHenry County, IL",2016,"167,872     ","158,890     ","8,982     ",5.4     
"McLean County, IL",2016,"90,908     ","86,313     ","4,595     ",5.1     
"Macon County, IL",2016,"50,782     ","47,430     ","3,352     ",6.6     
"Macoupin County, IL",2016,"23,458     ","22,060     ","1,398     ",6.0     
"Madison County, IL",2016,"135,685     ","127,691     ","7,994     ",5.9     
"Marion County, IL",2016,"18,104     ","16,947     ","1,157     ",6.4     
"Marshall County, IL",2016,"5,656     ","5,280     ",376     ,6.6     
"Mason County, IL",2016,"6,466     ","6,005     ",461     ,7.1     
"Massac County, IL",2016,"6,018     ","5,588     ",430     ,7.1     
"Menard County, IL",2016,"6,772     ","6,454     ",318     ,4.7     
"Mercer County, IL",2016,"8,258     ","7,744     ",514     ,6.2     
"Monroe County, IL",2016,"18,565     ","17,810     ",755     ,4.1     
"Montgomery County, IL",2016,"12,160     ","11,297     ",863     ,7.1     
"Morgan County, IL",2016,"17,005     ","16,165     ",840     ,4.9     
"Moultrie County, IL",2016,"7,475     ","7,133     ",342     ,4.6     
"Ogle County, IL",2016,"25,900     ","24,368     ","1,532     ",5.9     
"Peoria County, IL",2016,"88,412     ","82,310     ","6,102     ",6.9     
"Perry County, IL",2016,"8,743     ","8,121     ",622     ,7.1     
"Piatt County, IL",2016,"8,729     ","8,305     ",424     ,4.9     
"Pike County, IL",2016,"7,542     ","7,155     ",387     ,5.1     
"Pope County, IL",2016,"1,774     ","1,647     ",127     ,7.2     
"Pulaski County, IL",2016,"2,203     ","2,017     ",186     ,8.4     
"Putnam County, IL",2016,"3,121     ","2,945     ",176     ,5.6     
"Randolph County, IL",2016,"14,609     ","13,878     ",731     ,5.0     
"Richland County, IL",2016,"7,574     ","7,124     ",450     ,5.9     
"Rock Island County, IL",2016,"72,387     ","67,847     ","4,540     ",6.3     
"St. Clair County, IL",2016,"127,728     ","119,971     ","7,757     ",6.1     
"Saline County, IL",2016,"10,092     ","9,228     ",864     ,8.6     
"Sangamon County, IL",2016,"104,237     ","99,031     ","5,206     ",5.0     
"Schuyler County, IL",2016,"3,372     ","3,183     ",189     ,5.6     
"Scott County, IL",2016,"2,538     ","2,394     ",144     ,5.7     
"Shelby County, IL",2016,"10,439     ","9,842     ",597     ,5.7     
"Stark County, IL",2016,"2,771     ","2,567     ",204     ,7.4     
"Stephenson County, IL",2016,"21,497     ","20,237     ","1,260     ",5.9     
"Tazewell County, IL",2016,"66,050     ","61,804     ","4,246     ",6.4     
"Union County, IL",2016,"7,555     ","6,995     ",560     ,7.4     
"Vermilion County, IL",2016,"35,043     ","32,499     ","2,544     ",7.3     
"Wabash County, IL",2016,"5,778     ","5,415     ",363     ,6.3     
"Warren County, IL",2016,"8,734     ","8,273     ",461     ,5.3     
"Washington County, IL",2016,"9,686     ","9,321     ",365     ,3.8     
"Wayne County, IL",2016,"7,332     ","6,707     ",625     ,8.5     
"White County, IL",2016,"6,919     ","6,464     ",455     ,6.6     
"Whiteside County, IL",2016,"28,851     ","27,177     ","1,674     ",5.8     
"Will County, IL",2016,"362,899     ","340,783     ","22,116     ",6.1     
"Williamson County, IL",2016,"32,460     ","30,465     ","1,995     ",6.1     
"Winnebago County, IL",2016,"141,910     ","132,448     ","9,462     ",6.7     
"Woodford County, IL",2016,"19,433     ","18,367     ","1,066     ",5.5     
"Adams County, IN",2016,"17,057     ","16,454     ",603     ,3.5     
"Allen County, IN",2016,"181,043     ","173,422     ","7,621     ",4.2     
"Bartholomew County, IN",2016,"44,497     ","43,010     ","1,487     ",3.3     
"Benton County, IN",2016,"4,570     ","4,379     ",191     ,4.2     
"Blackford County, IN",2016,"5,341     ","5,059     ",282     ,5.3     
"Boone County, IN",2016,"34,896     ","33,733     ","1,163     ",3.3     
"Brown County, IN",2016,"7,531     ","7,232     ",299     ,4.0     
"Carroll County, IN",2016,"10,118     ","9,695     ",423     ,4.2     
"Cass County, IN",2016,"18,065     ","17,238     ",827     ,4.6     
"Clark County, IN",2016,"60,593     ","58,105     ","2,488     ",4.1     
"Clay County, IN",2016,"12,399     ","11,826     ",573     ,4.6     
"Clinton County, IN",2016,"17,170     ","16,512     ",658     ,3.8     
"Crawford County, IN",2016,"5,003     ","4,725     ",278     ,5.6     
"Daviess County, IN",2016,"15,990     ","15,432     ",558     ,3.5     
"Dearborn County, IN",2016,"25,622     ","24,431     ","1,191     ",4.6     
"Decatur County, IN",2016,"14,571     ","14,059     ",512     ,3.5     
"DeKalb County, IN",2016,"22,257     ","21,397     ",860     ,3.9     
"Delaware County, IN",2016,"55,129     ","52,342     ","2,787     ",5.1     
"Dubois County, IN",2016,"23,421     ","22,702     ",719     ,3.1     
"Elkhart County, IN",2016,"108,584     ","104,854     ","3,730     ",3.4     
"Fayette County, IN",2016,"9,358     ","8,827     ",531     ,5.7     
"Floyd County, IN",2016,"41,025     ","39,369     ","1,656     ",4.0     
"Fountain County, IN",2016,"7,977     ","7,520     ",457     ,5.7     
"Franklin County, IN",2016,"11,490     ","10,998     ",492     ,4.3     
"Fulton County, IN",2016,"9,896     ","9,439     ",457     ,4.6     
"Gibson County, IN",2016,"19,219     ","18,532     ",687     ,3.6     
"Grant County, IN",2016,"32,170     ","30,606     ","1,564     ",4.9     
"Greene County, IN",2016,"13,751     ","12,864     ",887     ,6.5     
"Hamilton County, IN",2016,"174,686     ","169,167     ","5,519     ",3.2     
"Hancock County, IN",2016,"38,727     ","37,281     ","1,446     ",3.7     
"Harrison County, IN",2016,"19,976     ","19,148     ",828     ,4.1     
"Hendricks County, IN",2016,"85,878     ","82,920     ","2,958     ",3.4     
"Henry County, IN",2016,"22,136     ","21,128     ","1,008     ",4.6     
"Howard County, IN",2016,"38,114     ","36,365     ","1,749     ",4.6     
"Huntington County, IN",2016,"18,707     ","17,958     ",749     ,4.0     
"Jackson County, IN",2016,"22,370     ","21,563     ",807     ,3.6     
"Jasper County, IN",2016,"16,585     ","15,714     ",871     ,5.3     
"Jay County, IN",2016,"9,955     ","9,510     ",445     ,4.5     
"Jefferson County, IN",2016,"15,300     ","14,597     ",703     ,4.6     
"Jennings County, IN",2016,"13,278     ","12,656     ",622     ,4.7     
"Johnson County, IN",2016,"80,340     ","77,460     ","2,880     ",3.6     
"Knox County, IN",2016,"19,084     ","18,261     ",823     ,4.3     
"Kosciusko County, IN",2016,"41,542     ","40,008     ","1,534     ",3.7     
"LaGrange County, IN",2016,"19,445     ","18,784     ",661     ,3.4     
"Lake County, IN",2016,"232,420     ","217,907     ","14,513     ",6.2     
"LaPorte County, IN",2016,"48,689     ","45,863     ","2,826     ",5.8     
"Lawrence County, IN",2016,"20,611     ","19,455     ","1,156     ",5.6     
"Madison County, IN",2016,"59,021     ","56,085     ","2,936     ",5.0     
"Marion County, IN",2016,"481,919     ","460,661     ","21,258     ",4.4     
"Marshall County, IN",2016,"24,351     ","23,451     ",900     ,3.7     
"Martin County, IN",2016,"5,155     ","4,947     ",208     ,4.0     
"Miami County, IN",2016,"16,103     ","15,351     ",752     ,4.7     
"Monroe County, IN",2016,"68,053     ","64,931     ","3,122     ",4.6     
"Montgomery County, IN",2016,"19,178     ","18,450     ",728     ,3.8     
"Morgan County, IN",2016,"36,074     ","34,561     ","1,513     ",4.2     
"Newton County, IN",2016,"7,043     ","6,655     ",388     ,5.5     
"Noble County, IN",2016,"23,354     ","22,419     ",935     ,4.0     
"Ohio County, IN",2016,"3,227     ","3,072     ",155     ,4.8     
"Orange County, IN",2016,"8,888     ","8,443     ",445     ,5.0     
"Owen County, IN",2016,"9,268     ","8,759     ",509     ,5.5     
"Parke County, IN",2016,"7,273     ","6,899     ",374     ,5.1     
"Perry County, IN",2016,"9,470     ","9,044     ",426     ,4.5     
"Pike County, IN",2016,"6,337     ","6,065     ",272     ,4.3     
"Porter County, IN",2016,"86,357     ","81,990     ","4,367     ",5.1     
"Posey County, IN",2016,"13,465     ","12,941     ",524     ,3.9     
"Pulaski County, IN",2016,"6,386     ","6,104     ",282     ,4.4     
"Putnam County, IN",2016,"16,619     ","15,880     ",739     ,4.4     
"Randolph County, IN",2016,"12,681     ","12,118     ",563     ,4.4     
"Ripley County, IN",2016,"14,078     ","13,442     ",636     ,4.5     
"Rush County, IN",2016,"8,987     ","8,654     ",333     ,3.7     
"St. Joseph County, IN",2016,"134,247     ","128,253     ","5,994     ",4.5     
"Scott County, IN",2016,"10,486     ","9,984     ",502     ,4.8     
"Shelby County, IN",2016,"22,980     ","22,074     ",906     ,3.9     
"Spencer County, IN",2016,"10,988     ","10,543     ",445     ,4.0     
"Starke County, IN",2016,"10,869     ","10,289     ",580     ,5.3     
"Steuben County, IN",2016,"20,104     ","19,379     ",725     ,3.6     
"Sullivan County, IN",2016,"8,707     ","8,202     ",505     ,5.8     
"Switzerland County, IN",2016,"5,000     ","4,759     ",241     ,4.8     
"Tippecanoe County, IN",2016,"94,482     ","90,699     ","3,783     ",4.0     
"Tipton County, IN",2016,"8,537     ","8,213     ",324     ,3.8     
"Union County, IN",2016,"3,641     ","3,496     ",145     ,4.0     
"Vanderburgh County, IN",2016,"93,328     ","89,539     ","3,789     ",4.1     
"Vermillion County, IN",2016,"7,276     ","6,803     ",473     ,6.5     
"Vigo County, IN",2016,"49,419     ","46,792     ","2,627     ",5.3     
"Wabash County, IN",2016,"15,493     ","14,842     ",651     ,4.2     
"Warren County, IN",2016,"4,116     ","3,919     ",197     ,4.8     
"Warrick County, IN",2016,"32,516     ","31,221     ","1,295     ",4.0     
"Washington County, IN",2016,"13,696     ","13,078     ",618     ,4.5     
"Wayne County, IN",2016,"30,980     ","29,514     ","1,466     ",4.7     
"Wells County, IN",2016,"14,183     ","13,685     ",498     ,3.5     
"White County, IN",2016,"13,658     ","13,122     ",536     ,3.9     
"Whitley County, IN",2016,"17,252     ","16,591     ",661     ,3.8     
"Adair County, IA",2016,"4,255     ","4,131     ",124     ,2.9     
"Adams County, IA",2016,"2,227     ","2,169     ",58     ,2.6     
"Allamakee County, IA",2016,"7,708     ","7,329     ",379     ,4.9     
"Appanoose County, IA",2016,"6,190     ","5,900     ",290     ,4.7     
"Audubon County, IA",2016,"3,293     ","3,185     ",108     ,3.3     
"Benton County, IA",2016,"13,666     ","13,179     ",487     ,3.6     
"Black Hawk County, IA",2016,"69,624     ","66,425     ","3,199     ",4.6     
"Boone County, IA",2016,"15,193     ","14,772     ",421     ,2.8     
"Bremer County, IA",2016,"13,979     ","13,483     ",496     ,3.5     
"Buchanan County, IA",2016,"11,259     ","10,799     ",460     ,4.1     
"Buena Vista County, IA",2016,"11,571     ","11,167     ",404     ,3.5     
"Butler County, IA",2016,"8,070     ","7,722     ",348     ,4.3     
"Calhoun County, IA",2016,"4,545     ","4,375     ",170     ,3.7     
"Carroll County, IA",2016,"11,337     ","11,049     ",288     ,2.5     
"Cass County, IA",2016,"7,301     ","7,065     ",236     ,3.2     
"Cedar County, IA",2016,"10,914     ","10,554     ",360     ,3.3     
"Cerro Gordo County, IA",2016,"23,235     ","22,408     ",827     ,3.6     
"Cherokee County, IA",2016,"6,353     ","6,124     ",229     ,3.6     
"Chickasaw County, IA",2016,"6,458     ","6,175     ",283     ,4.4     
"Clarke County, IA",2016,"4,855     ","4,693     ",162     ,3.3     
"Clay County, IA",2016,"8,764     ","8,429     ",335     ,3.8     
"Clayton County, IA",2016,"10,354     ","9,918     ",436     ,4.2     
"Clinton County, IA",2016,"23,936     ","22,765     ","1,171     ",4.9     
"Crawford County, IA",2016,"8,479     ","8,020     ",459     ,5.4     
"Dallas County, IA",2016,"46,059     ","44,856     ","1,203     ",2.6     
"Davis County, IA",2016,"4,311     ","4,130     ",181     ,4.2     
"Decatur County, IA",2016,"4,428     ","4,287     ",141     ,3.2     
"Delaware County, IA",2016,"10,782     ","10,412     ",370     ,3.4     
"Des Moines County, IA",2016,"20,141     ","19,155     ",986     ,4.9     
"Dickinson County, IA",2016,"10,354     ","9,912     ",442     ,4.3     
"Dubuque County, IA",2016,"54,968     ","53,029     ","1,939     ",3.5     
"Emmet County, IA",2016,"5,624     ","5,387     ",237     ,4.2     
"Fayette County, IA",2016,"10,767     ","10,293     ",474     ,4.4     
"Floyd County, IA",2016,"8,735     ","8,420     ",315     ,3.6     
"Franklin County, IA",2016,"5,975     ","5,770     ",205     ,3.4     
"Fremont County, IA",2016,"4,009     ","3,878     ",131     ,3.3     
"Greene County, IA",2016,"5,697     ","5,520     ",177     ,3.1     
"Grundy County, IA",2016,"6,669     ","6,441     ",228     ,3.4     
"Guthrie County, IA",2016,"5,654     ","5,452     ",202     ,3.6     
"Hamilton County, IA",2016,"7,178     ","6,910     ",268     ,3.7     
"Hancock County, IA",2016,"6,424     ","6,252     ",172     ,2.7     
"Hardin County, IA",2016,"8,617     ","8,285     ",332     ,3.9     
"Harrison County, IA",2016,"7,489     ","7,238     ",251     ,3.4     
"Henry County, IA",2016,"9,612     ","9,273     ",339     ,3.5     
"Howard County, IA",2016,"5,357     ","5,166     ",191     ,3.6     
"Humboldt County, IA",2016,"5,415     ","5,260     ",155     ,2.9     
"Ida County, IA",2016,"4,046     ","3,944     ",102     ,2.5     
"Iowa County, IA",2016,"10,613     ","10,286     ",327     ,3.1     
"Jackson County, IA",2016,"11,119     ","10,658     ",461     ,4.1     
"Jasper County, IA",2016,"19,345     ","18,665     ",680     ,3.5     
"Jefferson County, IA",2016,"9,233     ","8,897     ",336     ,3.6     
"Johnson County, IA",2016,"84,759     ","82,580     ","2,179     ",2.6     
"Jones County, IA",2016,"10,743     ","10,287     ",456     ,4.2     
"Keokuk County, IA",2016,"5,349     ","5,121     ",228     ,4.3     
"Kossuth County, IA",2016,"8,941     ","8,709     ",232     ,2.6     
"Lee County, IA",2016,"17,549     ","16,499     ","1,050     ",6.0     
"Linn County, IA",2016,"119,414     ","115,074     ","4,340     ",3.6     
"Louisa County, IA",2016,"6,134     ","5,896     ",238     ,3.9     
"Lucas County, IA",2016,"4,404     ","4,266     ",138     ,3.1     
"Lyon County, IA",2016,"7,125     ","6,981     ",144     ,2.0     
"Madison County, IA",2016,"8,294     ","8,002     ",292     ,3.5     
"Mahaska County, IA",2016,"11,859     ","11,424     ",435     ,3.7     
"Marion County, IA",2016,"17,538     ","17,014     ",524     ,3.0     
"Marshall County, IA",2016,"19,234     ","18,300     ",934     ,4.9     
"Mills County, IA",2016,"7,445     ","7,176     ",269     ,3.6     
"Mitchell County, IA",2016,"5,911     ","5,757     ",154     ,2.6     
"Monona County, IA",2016,"4,750     ","4,558     ",192     ,4.0     
"Monroe County, IA",2016,"3,978     ","3,796     ",182     ,4.6     
"Montgomery County, IA",2016,"5,139     ","4,959     ",180     ,3.5     
"Muscatine County, IA",2016,"22,548     ","21,697     ",851     ,3.8     
"O'Brien County, IA",2016,"8,405     ","8,174     ",231     ,2.7     
"Osceola County, IA",2016,"3,662     ","3,566     ",96     ,2.6     
"Page County, IA",2016,"6,498     ","6,176     ",322     ,5.0     
"Palo Alto County, IA",2016,"4,992     ","4,839     ",153     ,3.1     
"Plymouth County, IA",2016,"15,087     ","14,705     ",382     ,2.5     
"Pocahontas County, IA",2016,"4,340     ","4,217     ",123     ,2.8     
"Polk County, IA",2016,"258,689     ","249,790     ","8,899     ",3.4     
"Pottawattamie County, IA",2016,"48,517     ","46,887     ","1,630     ",3.4     
"Poweshiek County, IA",2016,"10,478     ","10,122     ",356     ,3.4     
"Ringgold County, IA",2016,"2,621     ","2,530     ",91     ,3.5     
"Sac County, IA",2016,"5,523     ","5,359     ",164     ,3.0     
"Scott County, IA",2016,"87,175     ","83,275     ","3,900     ",4.5     
"Shelby County, IA",2016,"6,859     ","6,659     ",200     ,2.9     
"Sioux County, IA",2016,"20,796     ","20,323     ",473     ,2.3     
"Story County, IA",2016,"57,270     ","55,939     ","1,331     ",2.3     
"Tama County, IA",2016,"9,818     ","9,411     ",407     ,4.1     
"Taylor County, IA",2016,"3,247     ","3,152     ",95     ,2.9     
"Union County, IA",2016,"6,549     ","6,302     ",247     ,3.8     
"Van Buren County, IA",2016,"3,880     ","3,739     ",141     ,3.6     
"Wapello County, IA",2016,"17,981     ","16,949     ","1,032     ",5.7     
"Warren County, IA",2016,"27,252     ","26,388     ",864     ,3.2     
"Washington County, IA",2016,"12,421     ","12,060     ",361     ,2.9     
"Wayne County, IA",2016,"2,856     ","2,749     ",107     ,3.7     
"Webster County, IA",2016,"20,538     ","19,725     ",813     ,4.0     
"Winnebago County, IA",2016,"5,226     ","5,046     ",180     ,3.4     
"Winneshiek County, IA",2016,"12,125     ","11,702     ",423     ,3.5     
"Woodbury County, IA",2016,"56,044     ","54,065     ","1,979     ",3.5     
"Worth County, IA",2016,"4,292     ","4,146     ",146     ,3.4     
"Wright County, IA",2016,"6,726     ","6,452     ",274     ,4.1     
"Allen County, KS",2016,"6,467     ","6,108     ",359     ,5.6     
"Anderson County, KS",2016,"4,193     ","4,014     ",179     ,4.3     
"Atchison County, KS",2016,"7,078     ","6,639     ",439     ,6.2     
"Barber County, KS",2016,"2,538     ","2,445     ",93     ,3.7     
"Barton County, KS",2016,"14,087     ","13,457     ",630     ,4.5     
"Bourbon County, KS",2016,"7,160     ","6,813     ",347     ,4.8     
"Brown County, KS",2016,"5,189     ","5,001     ",188     ,3.6     
"Butler County, KS",2016,"32,340     ","30,994     ","1,346     ",4.2     
"Chase County, KS",2016,"1,413     ","1,364     ",49     ,3.5     
"Chautauqua County, KS",2016,"1,547     ","1,467     ",80     ,5.2     
"Cherokee County, KS",2016,"10,336     ","9,879     ",457     ,4.4     
"Cheyenne County, KS",2016,"1,351     ","1,313     ",38     ,2.8     
"Clark County, KS",2016,"1,121     ","1,090     ",31     ,2.8     
"Clay County, KS",2016,"4,053     ","3,888     ",165     ,4.1     
"Cloud County, KS",2016,"4,275     ","4,100     ",175     ,4.1     
"Coffey County, KS",2016,"4,303     ","4,037     ",266     ,6.2     
"Comanche County, KS",2016,975     ,945     ,30     ,3.1     
"Cowley County, KS",2016,"16,985     ","16,236     ",749     ,4.4     
"Crawford County, KS",2016,"19,001     ","18,087     ",914     ,4.8     
"Decatur County, KS",2016,"1,298     ","1,247     ",51     ,3.9     
"Dickinson County, KS",2016,"9,209     ","8,803     ",406     ,4.4     
"Doniphan County, KS",2016,"4,294     ","4,128     ",166     ,3.9     
"Douglas County, KS",2016,"65,567     ","63,255     ","2,312     ",3.5     
"Edwards County, KS",2016,"1,662     ","1,612     ",50     ,3.0     
"Elk County, KS",2016,"1,194     ","1,135     ",59     ,4.9     
"Ellis County, KS",2016,"17,090     ","16,564     ",526     ,3.1     
"Ellsworth County, KS",2016,"2,846     ","2,737     ",109     ,3.8     
"Finney County, KS",2016,"20,245     ","19,620     ",625     ,3.1     
"Ford County, KS",2016,"17,966     ","17,399     ",567     ,3.2     
"Franklin County, KS",2016,"14,291     ","13,693     ",598     ,4.2     
"Geary County, KS",2016,"12,112     ","11,431     ",681     ,5.6     
"Gove County, KS",2016,"1,458     ","1,423     ",35     ,2.4     
"Graham County, KS",2016,"1,230     ","1,176     ",54     ,4.4     
"Grant County, KS",2016,"3,792     ","3,656     ",136     ,3.6     
"Gray County, KS",2016,"3,426     ","3,348     ",78     ,2.3     
"Greeley County, KS",2016,916     ,897     ,19     ,2.1     
"Greenwood County, KS",2016,"3,337     ","3,175     ",162     ,4.9     
"Hamilton County, KS",2016,"1,650     ","1,606     ",44     ,2.7     
"Harper County, KS",2016,"2,894     ","2,791     ",103     ,3.6     
"Harvey County, KS",2016,"17,283     ","16,554     ",729     ,4.2     
"Haskell County, KS",2016,"2,315     ","2,255     ",60     ,2.6     
"Hodgeman County, KS",2016,"1,034     ","1,007     ",27     ,2.6     
"Jackson County, KS",2016,"7,293     ","7,041     ",252     ,3.5     
"Jefferson County, KS",2016,"10,262     ","9,864     ",398     ,3.9     
"Jewell County, KS",2016,"1,336     ","1,279     ",57     ,4.3     
"Johnson County, KS",2016,"329,826     ","319,111     ","10,715     ",3.2     
"Kearny County, KS",2016,"2,067     ","2,002     ",65     ,3.1     
"Kingman County, KS",2016,"3,544     ","3,388     ",156     ,4.4     
"Kiowa County, KS",2016,"1,426     ","1,387     ",39     ,2.7     
"Labette County, KS",2016,"10,782     ","10,202     ",580     ,5.4     
"Lane County, KS",2016,814     ,789     ,25     ,3.1     
"Leavenworth County, KS",2016,"35,945     ","34,402     ","1,543     ",4.3     
"Lincoln County, KS",2016,"1,746     ","1,686     ",60     ,3.4     
"Linn County, KS",2016,"4,362     ","4,083     ",279     ,6.4     
"Logan County, KS",2016,"1,731     ","1,687     ",44     ,2.5     
"Lyon County, KS",2016,"16,897     ","16,206     ",691     ,4.1     
"McPherson County, KS",2016,"16,413     ","15,897     ",516     ,3.1     
"Marion County, KS",2016,"6,148     ","5,907     ",241     ,3.9     
"Marshall County, KS",2016,"5,588     ","5,419     ",169     ,3.0     
"Meade County, KS",2016,"2,388     ","2,324     ",64     ,2.7     
"Miami County, KS",2016,"17,098     ","16,389     ",709     ,4.1     
"Mitchell County, KS",2016,"3,712     ","3,590     ",122     ,3.3     
"Montgomery County, KS",2016,"16,070     ","15,088     ",982     ,6.1     
"Morris County, KS",2016,"3,065     ","2,947     ",118     ,3.8     
"Morton County, KS",2016,"1,350     ","1,298     ",52     ,3.9     
"Nemaha County, KS",2016,"5,923     ","5,765     ",158     ,2.7     
"Neosho County, KS",2016,"6,083     ","5,648     ",435     ,7.2     
"Ness County, KS",2016,"1,429     ","1,380     ",49     ,3.4     
"Norton County, KS",2016,"2,885     ","2,815     ",70     ,2.4     
"Osage County, KS",2016,"8,094     ","7,738     ",356     ,4.4     
"Osborne County, KS",2016,"2,068     ","1,998     ",70     ,3.4     
"Ottawa County, KS",2016,"3,177     ","3,057     ",120     ,3.8     
"Pawnee County, KS",2016,"3,224     ","3,118     ",106     ,3.3     
"Phillips County, KS",2016,"2,870     ","2,780     ",90     ,3.1     
"Pottawatomie County, KS",2016,"12,207     ","11,782     ",425     ,3.5     
"Pratt County, KS",2016,"5,128     ","4,920     ",208     ,4.1     
"Rawlins County, KS",2016,"1,552     ","1,515     ",37     ,2.4     
"Reno County, KS",2016,"30,273     ","28,944     ","1,329     ",4.4     
"Republic County, KS",2016,"2,555     ","2,485     ",70     ,2.7     
"Rice County, KS",2016,"5,329     ","5,117     ",212     ,4.0     
"Riley County, KS",2016,"35,046     ","33,861     ","1,185     ",3.4     
"Rooks County, KS",2016,"2,681     ","2,555     ",126     ,4.7     
"Rush County, KS",2016,"1,740     ","1,671     ",69     ,4.0     
"Russell County, KS",2016,"3,589     ","3,439     ",150     ,4.2     
"Saline County, KS",2016,"30,249     ","29,124     ","1,125     ",3.7     
"Scott County, KS",2016,"2,900     ","2,829     ",71     ,2.4     
"Sedgwick County, KS",2016,"248,395     ","236,886     ","11,509     ",4.6     
"Seward County, KS",2016,"10,278     ","9,831     ",447     ,4.3     
"Shawnee County, KS",2016,"92,101     ","88,415     ","3,686     ",4.0     
"Sheridan County, KS",2016,"1,456     ","1,421     ",35     ,2.4     
"Sherman County, KS",2016,"2,954     ","2,857     ",97     ,3.3     
"Smith County, KS",2016,"2,043     ","1,978     ",65     ,3.2     
"Stafford County, KS",2016,"2,104     ","2,027     ",77     ,3.7     
"Stanton County, KS",2016,"1,075     ","1,045     ",30     ,2.8     
"Stevens County, KS",2016,"2,921     ","2,806     ",115     ,3.9     
"Sumner County, KS",2016,"10,981     ","10,517     ",464     ,4.2     
"Thomas County, KS",2016,"4,372     ","4,252     ",120     ,2.7     
"Trego County, KS",2016,"1,483     ","1,424     ",59     ,4.0     
"Wabaunsee County, KS",2016,"3,723     ","3,590     ",133     ,3.6     
"Wallace County, KS",2016,863     ,840     ,23     ,2.7     
"Washington County, KS",2016,"3,097     ","2,996     ",101     ,3.3     
"Wichita County, KS",2016,"1,211     ","1,183     ",28     ,2.3     
"Wilson County, KS",2016,"4,133     ","3,886     ",247     ,6.0     
"Woodson County, KS",2016,"1,624     ","1,531     ",93     ,5.7     
"Wyandotte County, KS",2016,"76,774     ","72,523     ","4,251     ",5.5     
"Adair County, KY",2016,"7,083     ","6,622     ",461     ,6.5     
"Allen County, KY",2016,"8,853     ","8,477     ",376     ,4.2     
"Anderson County, KY",2016,"11,461     ","11,006     ",455     ,4.0     
"Ballard County, KY",2016,"3,641     ","3,320     ",321     ,8.8     
"Barren County, KY",2016,"18,859     ","17,985     ",874     ,4.6     
"Bath County, KY",2016,"4,758     ","4,412     ",346     ,7.3     
"Bell County, KY",2016,"8,654     ","7,869     ",785     ,9.1     
"Boone County, KY",2016,"67,283     ","64,755     ","2,528     ",3.8     
"Bourbon County, KY",2016,"9,879     ","9,416     ",463     ,4.7     
"Boyd County, KY",2016,"18,542     ","17,058     ","1,484     ",8.0     
"Boyle County, KY",2016,"12,312     ","11,711     ",601     ,4.9     
"Bracken County, KY",2016,"3,831     ","3,604     ",227     ,5.9     
