County Name/State Abbreviation,Year,Labor Force,Employed,Unemployed,Unemployment Rate,,,,,
"Franklin County, KS",2012,"14,026     ","13,011     ","1,015     ",7.2     ,,,,,
"Geary County, KS",2012,"12,855     ","11,743     ","1,112     ",8.7     ,,,,,
"Gove County, KS",2012,"1,518     ","1,473     ",45     ,3.0     ,,,,,
"Graham County, KS",2012,"1,391     ","1,344     ",47     ,3.4     ,,,,,
"Grant County, KS",2012,"4,003     ","3,847     ",156     ,3.9     ,,,,,
"Gray County, KS",2012,"3,576     ","3,465     ",111     ,3.1     ,,,,,
"Greeley County, KS",2012,887     ,860     ,27     ,3.0     ,,,,,
"Greenwood County, KS",2012,"3,439     ","3,247     ",192     ,5.6     ,,,,,
"Hamilton County, KS",2012,"1,832     ","1,783     ",49     ,2.7     ,,,,,
"Harper County, KS",2012,"3,119     ","2,984     ",135     ,4.3     ,,,,,
"Harvey County, KS",2012,"17,314     ","16,376     ",938     ,5.4     ,,,,,
"Haskell County, KS",2012,"2,471     ","2,388     ",83     ,3.4     ,,,,,
"Hodgeman County, KS",2012,"1,115     ","1,077     ",38     ,3.4     ,,,,,
"Jackson County, KS",2012,"7,373     ","6,959     ",414     ,5.6     ,,,,,
"Jefferson County, KS",2012,"10,279     ","9,658     ",621     ,6.0     ,,,,,
"Jewell County, KS",2012,"1,455     ","1,393     ",62     ,4.3     ,,,,,
"Johnson County, KS",2012,"311,453     ","297,179     ","14,274     ",4.6     ,,,,,
"Kearny County, KS",2012,"2,178     ","2,092     ",86     ,3.9     ,,,,,
"Kingman County, KS",2012,"3,783     ","3,551     ",232     ,6.1     ,,,,,
"Kiowa County, KS",2012,"1,412     ","1,359     ",53     ,3.8     ,,,,,
"Labette County, KS",2012,"10,749     ","9,897     ",852     ,7.9     ,,,,,
"Lane County, KS",2012,904     ,862     ,42     ,4.6     ,,,,,
"Leavenworth County, KS",2012,"34,573     ","32,367     ","2,206     ",6.4     ,,,,,
"Lincoln County, KS",2012,"1,854     ","1,764     ",90     ,4.9     ,,,,,
"Linn County, KS",2012,"4,398     ","3,964     ",434     ,9.9     ,,,,,
"Logan County, KS",2012,"1,761     ","1,708     ",53     ,3.0     ,,,,,
"Lyon County, KS",2012,"17,293     ","16,291     ","1,002     ",5.8     ,,,,,
"McPherson County, KS",2012,"16,718     ","16,032     ",686     ,4.1     ,,,,,
"Marion County, KS",2012,"6,369     ","6,043     ",326     ,5.1     ,,,,,
"Marshall County, KS",2012,"6,107     ","5,853     ",254     ,4.2     ,,,,,
"Meade County, KS",2012,"2,480     ","2,397     ",83     ,3.3     ,,,,,
"Miami County, KS",2012,"16,816     ","15,756     ","1,060     ",6.3     ,,,,,
"Mitchell County, KS",2012,"3,883     ","3,767     ",116     ,3.0     ,,,,,
"Montgomery County, KS",2012,"18,474     ","17,050     ","1,424     ",7.7     ,,,,,
"Morris County, KS",2012,"3,215     ","3,019     ",196     ,6.1     ,,,,,
"Morton County, KS",2012,"1,663     ","1,601     ",62     ,3.7     ,,,,,
"Nemaha County, KS",2012,"6,020     ","5,803     ",217     ,3.6     ,,,,,
"Neosho County, KS",2012,"6,922     ","6,313     ",609     ,8.8     ,,,,,
"Ness County, KS",2012,"1,632     ","1,579     ",53     ,3.2     ,,,,,
"Norton County, KS",2012,"3,156     ","3,058     ",98     ,3.1     ,,,,,
"Osage County, KS",2012,"8,371     ","7,769     ",602     ,7.2     ,,,,,
"Osborne County, KS",2012,"2,180     ","2,087     ",93     ,4.3     ,,,,,
"Ottawa County, KS",2012,"3,232     ","3,058     ",174     ,5.4     ,,,,,
"Pawnee County, KS",2012,"3,434     ","3,294     ",140     ,4.1     ,,,,,
"Phillips County, KS",2012,"3,023     ","2,888     ",135     ,4.5     ,,,,,
"Pottawatomie County, KS",2012,"11,626     ","11,081     ",545     ,4.7     ,,,,,
"Pratt County, KS",2012,"5,457     ","5,212     ",245     ,4.5     ,,,,,
"Rawlins County, KS",2012,"1,574     ","1,532     ",42     ,2.7     ,,,,,
"Reno County, KS",2012,"32,190     ","30,438     ","1,752     ",5.4     ,,,,,
"Republic County, KS",2012,"2,621     ","2,521     ",100     ,3.8     ,,,,,
"Rice County, KS",2012,"5,424     ","5,183     ",241     ,4.4     ,,,,,
"Riley County, KS",2012,"36,386     ","34,803     ","1,583     ",4.4     ,,,,,
"Rooks County, KS",2012,"2,778     ","2,649     ",129     ,4.6     ,,,,,
"Rush County, KS",2012,"1,898     ","1,810     ",88     ,4.6     ,,,,,
"Russell County, KS",2012,"3,823     ","3,667     ",156     ,4.1     ,,,,,
"Saline County, KS",2012,"30,824     ","29,054     ","1,770     ",5.7     ,,,,,
"Scott County, KS",2012,"2,785     ","2,700     ",85     ,3.1     ,,,,,
"Sedgwick County, KS",2012,"247,647     ","230,665     ","16,982     ",6.9     ,,,,,
"Seward County, KS",2012,"10,870     ","10,424     ",446     ,4.1     ,,,,,
"Shawnee County, KS",2012,"92,329     ","86,629     ","5,700     ",6.2     ,,,,,
"Sheridan County, KS",2012,"1,552     ","1,509     ",43     ,2.8     ,,,,,
"Sherman County, KS",2012,"3,229     ","3,106     ",123     ,3.8     ,,,,,
"Smith County, KS",2012,"2,223     ","2,136     ",87     ,3.9     ,,,,,
"Stafford County, KS",2012,"2,226     ","2,123     ",103     ,4.6     ,,,,,
"Stanton County, KS",2012,"1,052     ","1,015     ",37     ,3.5     ,,,,,
"Stevens County, KS",2012,"2,897     ","2,795     ",102     ,3.5     ,,,,,
"Sumner County, KS",2012,"11,341     ","10,620     ",721     ,6.4     ,,,,,
"Thomas County, KS",2012,"4,559     ","4,402     ",157     ,3.4     ,,,,,
"Trego County, KS",2012,"1,515     ","1,450     ",65     ,4.3     ,,,,,
"Wabaunsee County, KS",2012,"3,802     ","3,596     ",206     ,5.4     ,,,,,
"Wallace County, KS",2012,876     ,839     ,37     ,4.2     ,,,,,
"Washington County, KS",2012,"3,260     ","3,125     ",135     ,4.1     ,,,,,
"Wichita County, KS",2012,"1,337     ","1,267     ",70     ,5.2     ,,,,,
"Wilson County, KS",2012,"4,204     ","3,787     ",417     ,9.9     ,,,,,
"Woodson County, KS",2012,"1,650     ","1,548     ",102     ,6.2     ,,,,,
"Wyandotte County, KS",2012,"74,632     ","68,370     ","6,262     ",8.4     ,,,,,
"Adair County, KY",2012,"7,829     ","7,082     ",747     ,9.5     ,,,,,
"Allen County, KY",2012,"9,028     ","8,302     ",726     ,8.0     ,,,,,
"Anderson County, KY",2012,"11,543     ","10,743     ",800     ,6.9     ,,,,,
"Ballard County, KY",2012,"3,883     ","3,527     ",356     ,9.2     ,,,,,
"Barren County, KY",2012,"19,842     ","18,273     ","1,569     ",7.9     ,,,,,
"Bath County, KY",2012,"4,894     ","4,382     ",512     ,10.5     ,,,,,
"Bell County, KY",2012,"10,276     ","9,043     ","1,233     ",12.0     ,,,,,
"Boone County, KY",2012,"65,423     ","60,922     ","4,501     ",6.9     ,,,,,
"Bourbon County, KY",2012,"9,851     ","9,132     ",719     ,7.3     ,,,,,
"Boyd County, KY",2012,"20,096     ","18,210     ","1,886     ",9.4     ,,,,,
"Boyle County, KY",2012,"13,082     ","11,899     ","1,183     ",9.0     ,,,,,
"Bracken County, KY",2012,"3,952     ","3,577     ",375     ,9.5     ,,,,,
"Breathitt County, KY",2012,"4,541     ","3,881     ",660     ,14.5     ,,,,,
"Breckinridge County, KY",2012,"8,286     ","7,482     ",804     ,9.7     ,,,,,
"Bullitt County, KY",2012,"39,284     ","36,099     ","3,185     ",8.1     ,,,,,
"Butler County, KY",2012,"5,414     ","4,925     ",489     ,9.0     ,,,,,
"Caldwell County, KY",2012,"5,681     ","5,205     ",476     ,8.4     ,,,,,
"Calloway County, KY",2012,"18,313     ","17,013     ","1,300     ",7.1     ,,,,,
"Campbell County, KY",2012,"48,832     ","45,436     ","3,396     ",7.0     ,,,,,
"Carlisle County, KY",2012,"2,341     ","2,154     ",187     ,8.0     ,,,,,
"Carroll County, KY",2012,"5,068     ","4,547     ",521     ,10.3     ,,,,,
"Carter County, KY",2012,"11,500     ","10,056     ","1,444     ",12.6     ,,,,,
"Casey County, KY",2012,"6,865     ","6,287     ",578     ,8.4     ,,,,,
"Christian County, KY",2012,"26,755     ","24,248     ","2,507     ",9.4     ,,,,,
"Clark County, KY",2012,"17,424     ","15,997     ","1,427     ",8.2     ,,,,,
"Clay County, KY",2012,"5,961     ","5,123     ",838     ,14.1     ,,,,,
"Clinton County, KY",2012,"4,254     ","3,788     ",466     ,11.0     ,,,,,
"Crittenden County, KY",2012,"4,160     ","3,839     ",321     ,7.7     ,,,,,
"Cumberland County, KY",2012,"3,121     ","2,783     ",338     ,10.8     ,,,,,
"Daviess County, KY",2012,"48,275     ","44,880     ","3,395     ",7.0     ,,,,,
"Edmonson County, KY",2012,"5,036     ","4,532     ",504     ,10.0     ,,,,,
"Elliott County, KY",2012,"2,306     ","1,973     ",333     ,14.4     ,,,,,
"Estill County, KY",2012,"5,622     ","5,057     ",565     ,10.0     ,,,,,
"Fayette County, KY",2012,"166,321     ","156,575     ","9,746     ",5.9     ,,,,,
"Fleming County, KY",2012,"6,482     ","5,892     ",590     ,9.1     ,,,,,
"Floyd County, KY",2012,"13,744     ","12,142     ","1,602     ",11.7     ,,,,,
"Franklin County, KY",2012,"24,565     ","22,913     ","1,652     ",6.7     ,,,,,
"Fulton County, KY",2012,"2,483     ","2,202     ",281     ,11.3     ,,,,,
"Gallatin County, KY",2012,"3,946     ","3,576     ",370     ,9.4     ,,,,,
"Garrard County, KY",2012,"7,756     ","7,098     ",658     ,8.5     ,,,,,
"Grant County, KY",2012,"11,508     ","10,462     ","1,046     ",9.1     ,,,,,
"Graves County, KY",2012,"16,674     ","15,292     ","1,382     ",8.3     ,,,,,
"Grayson County, KY",2012,"11,318     ","10,149     ","1,169     ",10.3     ,,,,,
"Green County, KY",2012,"5,456     ","5,000     ",456     ,8.4     ,,,,,
"Greenup County, KY",2012,"15,050     ","13,552     ","1,498     ",10.0     ,,,,,
"Hancock County, KY",2012,"4,152     ","3,853     ",299     ,7.2     ,,,,,
"Hardin County, KY",2012,"47,599     ","43,681     ","3,918     ",8.2     ,,,,,
"Harlan County, KY",2012,"9,932     ","8,526     ","1,406     ",14.2     ,,,,,
"Harrison County, KY",2012,"8,905     ","8,199     ",706     ,7.9     ,,,,,
"Hart County, KY",2012,"8,142     ","7,464     ",678     ,8.3     ,,,,,
"Henderson County, KY",2012,"22,644     ","20,931     ","1,713     ",7.6     ,,,,,
"Henry County, KY",2012,"7,703     ","7,138     ",565     ,7.3     ,,,,,
"Hickman County, KY",2012,"2,166     ","1,990     ",176     ,8.1     ,,,,,
"Hopkins County, KY",2012,"21,591     ","19,917     ","1,674     ",7.8     ,,,,,
"Jackson County, KY",2012,"5,181     ","4,568     ",613     ,11.8     ,,,,,
"Jefferson County, KY",2012,"382,783     ","352,232     ","30,551     ",8.0     ,,,,,
"Jessamine County, KY",2012,"24,822     ","23,151     ","1,671     ",6.7     ,,,,,
"Johnson County, KY",2012,"8,602     ","7,724     ",878     ,10.2     ,,,,,
"Kenton County, KY",2012,"84,419     ","78,148     ","6,271     ",7.4     ,,,,,
"Knott County, KY",2012,"5,832     ","5,024     ",808     ,13.9     ,,,,,
"Knox County, KY",2012,"10,561     ","9,200     ","1,361     ",12.9     ,,,,,
"Larue County, KY",2012,"5,952     ","5,439     ",513     ,8.6     ,,,,,
"Laurel County, KY",2012,"24,912     ","22,360     ","2,552     ",10.2     ,,,,,
"Lawrence County, KY",2012,"5,639     ","5,039     ",600     ,10.6     ,,,,,
"Lee County, KY",2012,"2,432     ","2,123     ",309     ,12.7     ,,,,,
"Leslie County, KY",2012,"3,596     ","3,081     ",515     ,14.3     ,,,,,
"Letcher County, KY",2012,"8,586     ","7,424     ","1,162     ",13.5     ,,,,,
"Lewis County, KY",2012,"5,385     ","4,755     ",630     ,11.7     ,,,,,
"Lincoln County, KY",2012,"10,107     ","9,061     ","1,046     ",10.3     ,,,,,
"Livingston County, KY",2012,"3,976     ","3,588     ",388     ,9.8     ,,,,,
"Logan County, KY",2012,"12,198     ","11,271     ",927     ,7.6     ,,,,,
"Lyon County, KY",2012,"3,104     ","2,817     ",287     ,9.2     ,,,,,
"McCracken County, KY",2012,"30,926     ","28,450     ","2,476     ",8.0     ,,,,,
"McCreary County, KY",2012,"5,479     ","4,753     ",726     ,13.3     ,,,,,
"McLean County, KY",2012,"4,562     ","4,212     ",350     ,7.7     ,,,,,
"Madison County, KY",2012,"44,645     ","41,616     ","3,029     ",6.8     ,,,,,
"Magoffin County, KY",2012,"4,040     ","3,343     ",697     ,17.3     ,,,,,
"Marion County, KY",2012,"9,179     ","8,363     ",816     ,8.9     ,,,,,
"Marshall County, KY",2012,"15,376     ","14,124     ","1,252     ",8.1     ,,,,,
"Martin County, KY",2012,"3,769     ","3,424     ",345     ,9.2     ,,,,,
"Mason County, KY",2012,"7,626     ","6,901     ",725     ,9.5     ,,,,,
"Meade County, KY",2012,"12,639     ","11,398     ","1,241     ",9.8     ,,,,,
"Menifee County, KY",2012,"2,547     ","2,249     ",298     ,11.7     ,,,,,
"Mercer County, KY",2012,"10,249     ","9,400     ",849     ,8.3     ,,,,,
"Metcalfe County, KY",2012,"4,428     ","4,074     ",354     ,8.0     ,,,,,
"Monroe County, KY",2012,"4,802     ","4,453     ",349     ,7.3     ,,,,,
"Montgomery County, KY",2012,"12,332     ","11,237     ","1,095     ",8.9     ,,,,,
"Morgan County, KY",2012,"5,224     ","4,666     ",558     ,10.7     ,,,,,
"Muhlenberg County, KY",2012,"12,421     ","11,197     ","1,224     ",9.9     ,,,,,
"Nelson County, KY",2012,"21,909     ","20,086     ","1,823     ",8.3     ,,,,,
"Nicholas County, KY",2012,"3,537     ","3,244     ",293     ,8.3     ,,,,,
"Ohio County, KY",2012,"10,390     ","9,482     ",908     ,8.7     ,,,,,
"Oldham County, KY",2012,"29,802     ","28,045     ","1,757     ",5.9     ,,,,,
"Owen County, KY",2012,"5,751     ","5,373     ",378     ,6.6     ,,,,,
"Owsley County, KY",2012,"1,328     ","1,157     ",171     ,12.9     ,,,,,
"Pendleton County, KY",2012,"7,068     ","6,440     ",628     ,8.9     ,,,,,
"Perry County, KY",2012,"10,961     ","9,580     ","1,381     ",12.6     ,,,,,
"Pike County, KY",2012,"24,209     ","21,853     ","2,356     ",9.7     ,,,,,
"Powell County, KY",2012,"5,073     ","4,516     ",557     ,11.0     ,,,,,
"Pulaski County, KY",2012,"27,322     ","24,724     ","2,598     ",9.5     ,,,,,
"Robertson County, KY",2012,851     ,762     ,89     ,10.5     ,,,,,
"Rockcastle County, KY",2012,"7,195     ","6,457     ",738     ,10.3     ,,,,,
"Rowan County, KY",2012,"11,195     ","10,257     ",938     ,8.4     ,,,,,
"Russell County, KY",2012,"7,229     ","6,478     ",751     ,10.4     ,,,,,
"Scott County, KY",2012,"25,820     ","24,123     ","1,697     ",6.6     ,,,,,
"Shelby County, KY",2012,"22,285     ","20,887     ","1,398     ",6.3     ,,,,,
"Simpson County, KY",2012,"8,968     ","8,199     ",769     ,8.6     ,,,,,
"Spencer County, KY",2012,"9,267     ","8,611     ",656     ,7.1     ,,,,,
"Taylor County, KY",2012,"11,693     ","10,565     ","1,128     ",9.6     ,,,,,
"Todd County, KY",2012,"5,676     ","5,242     ",434     ,7.6     ,,,,,
"Trigg County, KY",2012,"6,037     ","5,469     ",568     ,9.4     ,,,,,
"Trimble County, KY",2012,"3,990     ","3,628     ",362     ,9.1     ,,,,,
"Union County, KY",2012,"7,026     ","6,475     ",551     ,7.8     ,,,,,
"Warren County, KY",2012,"59,982     ","55,793     ","4,189     ",7.0     ,,,,,
"Washington County, KY",2012,"6,214     ","5,746     ",468     ,7.5     ,,,,,
"Wayne County, KY",2012,"7,739     ","6,730     ","1,009     ",13.0     ,,,,,
"Webster County, KY",2012,"6,255     ","5,808     ",447     ,7.1     ,,,,,
"Whitley County, KY",2012,"13,887     ","12,400     ","1,487     ",10.7     ,,,,,
"Wolfe County, KY",2012,"2,104     ","1,803     ",301     ,14.3     ,,,,,
"Woodford County, KY",2012,"14,129     ","13,369     ",760     ,5.4     ,,,,,
"Acadia Parish, LA",2012,"26,267     ","24,767     ","1,500     ",5.7     ,,,,,
"Allen Parish, LA",2012,"9,136     ","8,439     ",697     ,7.6     ,,,,,
"Ascension Parish, LA",2012,"55,119     ","51,915     ","3,204     ",5.8     ,,,,,
"Assumption Parish, LA",2012,"9,984     ","9,059     ",925     ,9.3     ,,,,,
"Avoyelles Parish, LA",2012,"16,437     ","15,250     ","1,187     ",7.2     ,,,,,
"Beauregard Parish, LA",2012,"14,475     ","13,434     ","1,041     ",7.2     ,,,,,
"Bienville Parish, LA",2012,"5,974     ","5,460     ",514     ,8.6     ,,,,,
"Bossier Parish, LA",2012,"57,612     ","54,441     ","3,171     ",5.5     ,,,,,
"Caddo Parish, LA",2012,"114,019     ","105,631     ","8,388     ",7.4     ,,,,,
"Calcasieu Parish, LA",2012,"88,306     ","82,494     ","5,812     ",6.6     ,,,,,
"Caldwell Parish, LA",2012,"4,017     ","3,682     ",335     ,8.3     ,,,,,
"Cameron Parish, LA",2012,"3,243     ","3,081     ",162     ,5.0     ,,,,,
"Catahoula Parish, LA",2012,"3,931     ","3,596     ",335     ,8.5     ,,,,,
"Claiborne Parish, LA",2012,"7,054     ","6,550     ",504     ,7.1     ,,,,,
"Concordia Parish, LA",2012,"7,856     ","7,194     ",662     ,8.4     ,,,,,
"De Soto Parish, LA",2012,"11,235     ","10,270     ",965     ,8.6     ,,,,,
"East Baton Rouge Parish, LA",2012,"223,279     ","208,946     ","14,333     ",6.4     ,,,,,
"East Carroll Parish, LA",2012,"2,186     ","1,765     ",421     ,19.3     ,,,,,
"East Feliciana Parish, LA",2012,"7,994     ","7,420     ",574     ,7.2     ,,,,,
"Evangeline Parish, LA",2012,"12,889     ","11,977     ",912     ,7.1     ,,,,,
"Franklin Parish, LA",2012,"7,719     ","6,951     ",768     ,9.9     ,,,,,
"Grant Parish, LA",2012,"8,259     ","7,635     ",624     ,7.6     ,,,,,
"Iberia Parish, LA",2012,"32,388     ","30,297     ","2,091     ",6.5     ,,,,,
"Iberville Parish, LA",2012,"13,938     ","12,690     ","1,248     ",9.0     ,,,,,
"Jackson Parish, LA",2012,"6,863     ","6,417     ",446     ,6.5     ,,,,,
"Jefferson Parish, LA",2012,"213,213     ","199,607     ","13,606     ",6.4     ,,,,,
"Jefferson Davis Parish, LA",2012,"13,037     ","12,228     ",809     ,6.2     ,,,,,
"Lafayette Parish, LA",2012,"117,238     ","111,620     ","5,618     ",4.8     ,,,,,
"Lafourche Parish, LA",2012,"45,668     ","43,369     ","2,299     ",5.0     ,,,,,
"LaSalle Parish, LA",2012,"6,775     ","6,447     ",328     ,4.8     ,,,,,
"Lincoln Parish, LA",2012,"19,558     ","17,948     ","1,610     ",8.2     ,,,,,
"Livingston Parish, LA",2012,"62,446     ","58,633     ","3,813     ",6.1     ,,,,,
"Madison Parish, LA",2012,"3,899     ","3,449     ",450     ,11.5     ,,,,,
"Morehouse Parish, LA",2012,"11,260     ","9,856     ","1,404     ",12.5     ,,,,,
"Natchitoches Parish, LA",2012,"16,092     ","14,718     ","1,374     ",8.5     ,,,,,
"Orleans Parish, LA",2012,"169,480     ","156,736     ","12,744     ",7.5     ,,,,,
"Ouachita Parish, LA",2012,"71,006     ","65,785     ","5,221     ",7.4     ,,,,,
"Plaquemines Parish, LA",2012,"10,179     ","9,602     ",577     ,5.7     ,,,,,
"Pointe Coupee Parish, LA",2012,"9,921     ","9,146     ",775     ,7.8     ,,,,,
"Rapides Parish, LA",2012,"57,491     ","53,634     ","3,857     ",6.7     ,,,,,
"Red River Parish, LA",2012,"3,963     ","3,686     ",277     ,7.0     ,,,,,
"Richland Parish, LA",2012,"8,698     ","7,886     ",812     ,9.3     ,,,,,
"Sabine Parish, LA",2012,"9,255     ","8,641     ",614     ,6.6     ,,,,,
"St. Bernard Parish, LA",2012,"17,712     ","16,365     ","1,347     ",7.6     ,,,,,
"St. Charles Parish, LA",2012,"24,833     ","23,279     ","1,554     ",6.3     ,,,,,
"St. Helena Parish, LA",2012,"4,610     ","4,078     ",532     ,11.5     ,,,,,
"St. James Parish, LA",2012,"9,691     ","8,753     ",938     ,9.7     ,,,,,
"St. John the Baptist Parish, LA",2012,"20,580     ","18,761     ","1,819     ",8.8     ,,,,,
"St. Landry Parish, LA",2012,"33,532     ","30,872     ","2,660     ",7.9     ,,,,,
"St. Martin Parish, LA",2012,"24,341     ","22,897     ","1,444     ",5.9     ,,,,,
"St. Mary Parish, LA",2012,"25,521     ","23,697     ","1,824     ",7.1     ,,,,,
"St. Tammany Parish, LA",2012,"109,310     ","103,152     ","6,158     ",5.6     ,,,,,
"Tangipahoa Parish, LA",2012,"53,222     ","48,894     ","4,328     ",8.1     ,,,,,
"Tensas Parish, LA",2012,"1,819     ","1,631     ",188     ,10.3     ,,,,,
"Terrebonne Parish, LA",2012,"51,289     ","48,690     ","2,599     ",5.1     ,,,,,
"Union Parish, LA",2012,"9,259     ","8,525     ",734     ,7.9     ,,,,,
"Vermilion Parish, LA",2012,"25,941     ","24,521     ","1,420     ",5.5     ,,,,,
"Vernon Parish, LA",2012,"18,956     ","17,460     ","1,496     ",7.9     ,,,,,
"Washington Parish, LA",2012,"16,539     ","15,147     ","1,392     ",8.4     ,,,,,
"Webster Parish, LA",2012,"16,137     ","14,653     ","1,484     ",9.2     ,,,,,
"West Baton Rouge Parish, LA",2012,"11,963     ","11,177     ",786     ,6.6     ,,,,,
"West Carroll Parish, LA",2012,"4,166     ","3,623     ",543     ,13.0     ,,,,,
"West Feliciana Parish, LA",2012,"5,156     ","4,858     ",298     ,5.8     ,,,,,
"Winn Parish, LA",2012,"5,711     ","5,246     ",465     ,8.1     ,,,,,
"Androscoggin County, ME",2012,"56,231     ","52,037     ","4,194     ",7.5     ,,,,,
"Aroostook County, ME",2012,"34,077     ","31,019     ","3,058     ",9.0     ,,,,,
"Cumberland County, ME",2012,"159,472     ","150,299     ","9,173     ",5.8     ,,,,,
"Franklin County, ME",2012,"15,439     ","14,150     ","1,289     ",8.3     ,,,,,
"Hancock County, ME",2012,"29,865     ","27,383     ","2,482     ",8.3     ,,,,,
"Kennebec County, ME",2012,"63,002     ","58,655     ","4,347     ",6.9     ,,,,,
"Knox County, ME",2012,"20,561     ","19,195     ","1,366     ",6.6     ,,,,,
"Lincoln County, ME",2012,"17,208     ","15,997     ","1,211     ",7.0     ,,,,,
"Oxford County, ME",2012,"27,804     ","25,205     ","2,599     ",9.3     ,,,,,
"Penobscot County, ME",2012,"79,700     ","73,746     ","5,954     ",7.5     ,,,,,
"Piscataquis County, ME",2012,"7,850     ","7,134     ",716     ,9.1     ,,,,,
"Sagadahoc County, ME",2012,"19,163     ","17,946     ","1,217     ",6.4     ,,,,,
"Somerset County, ME",2012,"24,534     ","22,167     ","2,367     ",9.6     ,,,,,
"Waldo County, ME",2012,"20,622     ","18,983     ","1,639     ",7.9     ,,,,,
"Washington County, ME",2012,"14,686     ","13,230     ","1,456     ",9.9     ,,,,,
"York County, ME",2012,"110,523     ","103,173     ","7,350     ",6.7     ,,,,,
"Allegany County, MD",2012,"33,850     ","30,875     ","2,975     ",8.8     ,,,,,
"Anne Arundel County, MD",2012,"293,879     ","276,469     ","17,410     ",5.9     ,,,,,
"Baltimore County, MD",2012,"440,412     ","408,491     ","31,921     ",7.2     ,,,,,
"Calvert County, MD",2012,"47,732     ","44,781     ","2,951     ",6.2     ,,,,,
"Caroline County, MD",2012,"17,617     ","16,272     ","1,345     ",7.6     ,,,,,
"Carroll County, MD",2012,"93,319     ","87,885     ","5,434     ",5.8     ,,,,,
"Cecil County, MD",2012,"51,898     ","47,630     ","4,268     ",8.2     ,,,,,
"Charles County, MD",2012,"79,594     ","74,359     ","5,235     ",6.6     ,,,,,
"Dorchester County, MD",2012,"16,171     ","14,441     ","1,730     ",10.7     ,,,,,
"Frederick County, MD",2012,"128,681     ","120,933     ","7,748     ",6.0     ,,,,,
"Garrett County, MD",2012,"15,833     ","14,538     ","1,295     ",8.2     ,,,,,
