County Name/State Abbreviation,Year,Labor Force,Employed,Unemployed,Unemployment Rate,,,,,
"Dunn County, ND",2012,"3,659     ","3,605     ",54     ,1.5     ,,,,,
"Eddy County, ND",2012,"1,242     ","1,181     ",61     ,4.9     ,,,,,
"Emmons County, ND",2012,"1,636     ","1,552     ",84     ,5.1     ,,,,,
"Foster County, ND",2012,"1,674     ","1,624     ",50     ,3.0     ,,,,,
"Golden Valley County, ND",2012,976     ,953     ,23     ,2.4     ,,,,,
"Grand Forks County, ND",2012,"37,080     ","35,877     ","1,203     ",3.2     ,,,,,
"Grant County, ND",2012,"1,293     ","1,254     ",39     ,3.0     ,,,,,
"Griggs County, ND",2012,"1,217     ","1,186     ",31     ,2.5     ,,,,,
"Hettinger County, ND",2012,"1,446     ","1,409     ",37     ,2.6     ,,,,,
"Kidder County, ND",2012,"1,255     ","1,194     ",61     ,4.9     ,,,,,
"LaMoure County, ND",2012,"2,265     ","2,210     ",55     ,2.4     ,,,,,
"Logan County, ND",2012,903     ,877     ,26     ,2.9     ,,,,,
"McHenry County, ND",2012,"3,262     ","3,128     ",134     ,4.1     ,,,,,
"McIntosh County, ND",2012,"1,240     ","1,202     ",38     ,3.1     ,,,,,
"McKenzie County, ND",2012,"6,064     ","5,976     ",88     ,1.5     ,,,,,
"McLean County, ND",2012,"4,724     ","4,525     ",199     ,4.2     ,,,,,
"Mercer County, ND",2012,"4,008     ","3,804     ",204     ,5.1     ,,,,,
"Morton County, ND",2012,"15,410     ","14,881     ",529     ,3.4     ,,,,,
"Mountrail County, ND",2012,"7,372     ","7,257     ",115     ,1.6     ,,,,,
"Nelson County, ND",2012,"1,537     ","1,476     ",61     ,4.0     ,,,,,
"Oliver County, ND",2012,884     ,827     ,57     ,6.4     ,,,,,
"Pembina County, ND",2012,"3,681     ","3,455     ",226     ,6.1     ,,,,,
"Pierce County, ND",2012,"1,863     ","1,786     ",77     ,4.1     ,,,,,
"Ramsey County, ND",2012,"5,790     ","5,561     ",229     ,4.0     ,,,,,
"Ransom County, ND",2012,"2,783     ","2,703     ",80     ,2.9     ,,,,,
"Renville County, ND",2012,"1,437     ","1,406     ",31     ,2.2     ,,,,,
"Richland County, ND",2012,"8,512     ","8,215     ",297     ,3.5     ,,,,,
"Rolette County, ND",2012,"4,978     ","4,473     ",505     ,10.1     ,,,,,
"Sargent County, ND",2012,"2,135     ","2,081     ",54     ,2.5     ,,,,,
"Sheridan County, ND",2012,733     ,707     ,26     ,3.5     ,,,,,
"Sioux County, ND",2012,"1,298     ","1,234     ",64     ,4.9     ,,,,,
"Slope County, ND",2012,526     ,515     ,11     ,2.1     ,,,,,
"Stark County, ND",2012,"18,163     ","17,846     ",317     ,1.7     ,,,,,
"Steele County, ND",2012,"1,043     ","1,016     ",27     ,2.6     ,,,,,
"Stutsman County, ND",2012,"10,362     ","10,021     ",341     ,3.3     ,,,,,
"Towner County, ND",2012,"1,252     ","1,212     ",40     ,3.2     ,,,,,
"Traill County, ND",2012,"4,504     ","4,368     ",136     ,3.0     ,,,,,
"Walsh County, ND",2012,"5,628     ","5,364     ",264     ,4.7     ,,,,,
"Ward County, ND",2012,"33,758     ","32,902     ",856     ,2.5     ,,,,,
"Wells County, ND",2012,"2,213     ","2,129     ",84     ,3.8     ,,,,,
"Williams County, ND",2012,"26,956     ","26,668     ",288     ,1.1     ,,,,,
"Adams County, OH",2012,"10,773     ","9,421     ","1,352     ",12.5     ,,,,,
"Allen County, OH",2012,"49,967     ","46,117     ","3,850     ",7.7     ,,,,,
"Ashland County, OH",2012,"25,832     ","23,760     ","2,072     ",8.0     ,,,,,
"Ashtabula County, OH",2012,"46,455     ","42,089     ","4,366     ",9.4     ,,,,,
"Athens County, OH",2012,"27,602     ","25,250     ","2,352     ",8.5     ,,,,,
"Auglaize County, OH",2012,"23,958     ","22,479     ","1,479     ",6.2     ,,,,,
"Belmont County, OH",2012,"31,743     ","29,129     ","2,614     ",8.2     ,,,,,
"Brown County, OH",2012,"20,153     ","18,141     ","2,012     ",10.0     ,,,,,
"Butler County, OH",2012,"186,571     ","172,291     ","14,280     ",7.7     ,,,,,
"Carroll County, OH",2012,"13,798     ","12,704     ","1,094     ",7.9     ,,,,,
"Champaign County, OH",2012,"19,382     ","17,953     ","1,429     ",7.4     ,,,,,
"Clark County, OH",2012,"65,897     ","60,768     ","5,129     ",7.8     ,,,,,
"Clermont County, OH",2012,"102,152     ","94,544     ","7,608     ",7.4     ,,,,,
"Clinton County, OH",2012,"17,289     ","15,434     ","1,855     ",10.7     ,,,,,
"Columbiana County, OH",2012,"50,915     ","46,723     ","4,192     ",8.2     ,,,,,
"Coshocton County, OH",2012,"16,212     ","14,584     ","1,628     ",10.0     ,,,,,
"Crawford County, OH",2012,"20,314     ","18,478     ","1,836     ",9.0     ,,,,,
"Cuyahoga County, OH",2012,"621,812     ","579,379     ","42,433     ",6.8     ,,,,,
"Darke County, OH",2012,"26,574     ","24,654     ","1,920     ",7.2     ,,,,,
"Defiance County, OH",2012,"18,996     ","17,542     ","1,454     ",7.7     ,,,,,
"Delaware County, OH",2012,"95,998     ","91,025     ","4,973     ",5.2     ,,,,,
"Erie County, OH",2012,"38,645     ","35,554     ","3,091     ",8.0     ,,,,,
"Fairfield County, OH",2012,"73,353     ","68,486     ","4,867     ",6.6     ,,,,,
"Fayette County, OH",2012,"14,118     ","12,950     ","1,168     ",8.3     ,,,,,
"Franklin County, OH",2012,"630,411     ","589,946     ","40,465     ",6.4     ,,,,,
"Fulton County, OH",2012,"22,431     ","20,698     ","1,733     ",7.7     ,,,,,
"Gallia County, OH",2012,"12,652     ","11,431     ","1,221     ",9.7     ,,,,,
"Geauga County, OH",2012,"49,043     ","46,410     ","2,633     ",5.4     ,,,,,
"Greene County, OH",2012,"80,663     ","75,114     ","5,549     ",6.9     ,,,,,
"Guernsey County, OH",2012,"18,235     ","16,602     ","1,633     ",9.0     ,,,,,
"Hamilton County, OH",2012,"402,186     ","372,577     ","29,609     ",7.4     ,,,,,
"Hancock County, OH",2012,"39,807     ","37,264     ","2,543     ",6.4     ,,,,,
"Hardin County, OH",2012,"14,895     ","13,785     ","1,110     ",7.5     ,,,,,
"Harrison County, OH",2012,"6,977     ","6,381     ",596     ,8.5     ,,,,,
"Henry County, OH",2012,"14,125     ","12,890     ","1,235     ",8.7     ,,,,,
"Highland County, OH",2012,"17,613     ","15,781     ","1,832     ",10.4     ,,,,,
"Hocking County, OH",2012,"13,555     ","12,434     ","1,121     ",8.3     ,,,,,
"Holmes County, OH",2012,"19,755     ","18,741     ","1,014     ",5.1     ,,,,,
"Huron County, OH",2012,"28,959     ","26,096     ","2,863     ",9.9     ,,,,,
"Jackson County, OH",2012,"13,724     ","12,308     ","1,416     ",10.3     ,,,,,
"Jefferson County, OH",2012,"31,271     ","27,881     ","3,390     ",10.8     ,,,,,
"Knox County, OH",2012,"30,156     ","28,064     ","2,092     ",6.9     ,,,,,
"Lake County, OH",2012,"125,033     ","117,536     ","7,497     ",6.0     ,,,,,
"Lawrence County, OH",2012,"26,514     ","24,266     ","2,248     ",8.5     ,,,,,
"Licking County, OH",2012,"86,045     ","80,235     ","5,810     ",6.8     ,,,,,
"Logan County, OH",2012,"22,606     ","20,992     ","1,614     ",7.1     ,,,,,
"Lorain County, OH",2012,"149,803     ","139,170     ","10,633     ",7.1     ,,,,,
"Lucas County, OH",2012,"210,469     ","192,955     ","17,514     ",8.3     ,,,,,
"Madison County, OH",2012,"20,094     ","18,812     ","1,282     ",6.4     ,,,,,
"Mahoning County, OH",2012,"110,756     ","101,578     ","9,178     ",8.3     ,,,,,
"Marion County, OH",2012,"28,896     ","26,611     ","2,285     ",7.9     ,,,,,
"Medina County, OH",2012,"94,011     ","88,817     ","5,194     ",5.5     ,,,,,
"Meigs County, OH",2012,"9,505     ","8,409     ","1,096     ",11.5     ,,,,,
"Mercer County, OH",2012,"22,144     ","21,013     ","1,131     ",5.1     ,,,,,
"Miami County, OH",2012,"52,342     ","48,540     ","3,802     ",7.3     ,,,,,
"Monroe County, OH",2012,"6,495     ","5,951     ",544     ,8.4     ,,,,,
"Montgomery County, OH",2012,"254,590     ","233,721     ","20,869     ",8.2     ,,,,,
"Morgan County, OH",2012,"6,702     ","6,038     ",664     ,9.9     ,,,,,
"Morrow County, OH",2012,"16,904     ","15,530     ","1,374     ",8.1     ,,,,,
"Muskingum County, OH",2012,"40,377     ","36,680     ","3,697     ",9.2     ,,,,,
"Noble County, OH",2012,"4,781     ","4,256     ",525     ,11.0     ,,,,,
"Ottawa County, OH",2012,"22,004     ","19,910     ","2,094     ",9.5     ,,,,,
"Paulding County, OH",2012,"9,217     ","8,508     ",709     ,7.7     ,,,,,
"Perry County, OH",2012,"16,094     ","14,521     ","1,573     ",9.8     ,,,,,
"Pickaway County, OH",2012,"25,705     ","23,794     ","1,911     ",7.4     ,,,,,
"Pike County, OH",2012,"10,571     ","9,194     ","1,377     ",13.0     ,,,,,
"Portage County, OH",2012,"88,000     ","81,596     ","6,404     ",7.3     ,,,,,
"Preble County, OH",2012,"21,484     ","19,824     ","1,660     ",7.7     ,,,,,
"Putnam County, OH",2012,"18,800     ","17,710     ","1,090     ",5.8     ,,,,,
"Richland County, OH",2012,"55,884     ","51,019     ","4,865     ",8.7     ,,,,,
"Ross County, OH",2012,"34,054     ","31,195     ","2,859     ",8.4     ,,,,,
"Sandusky County, OH",2012,"31,773     ","29,386     ","2,387     ",7.5     ,,,,,
"Scioto County, OH",2012,"31,093     ","27,584     ","3,509     ",11.3     ,,,,,
"Seneca County, OH",2012,"27,802     ","25,591     ","2,211     ",8.0     ,,,,,
"Shelby County, OH",2012,"23,846     ","22,111     ","1,735     ",7.3     ,,,,,
"Stark County, OH",2012,"187,968     ","173,932     ","14,036     ",7.5     ,,,,,
"Summit County, OH",2012,"272,453     ","252,147     ","20,306     ",7.5     ,,,,,
"Trumbull County, OH",2012,"95,344     ","86,735     ","8,609     ",9.0     ,,,,,
"Tuscarawas County, OH",2012,"45,001     ","41,691     ","3,310     ",7.4     ,,,,,
"Union County, OH",2012,"26,346     ","24,831     ","1,515     ",5.8     ,,,,,
"Van Wert County, OH",2012,"14,157     ","13,090     ","1,067     ",7.5     ,,,,,
"Vinton County, OH",2012,"5,550     ","4,951     ",599     ,10.8     ,,,,,
"Warren County, OH",2012,"109,086     ","101,993     ","7,093     ",6.5     ,,,,,
"Washington County, OH",2012,"28,429     ","25,970     ","2,459     ",8.6     ,,,,,
"Wayne County, OH",2012,"59,078     ","55,467     ","3,611     ",6.1     ,,,,,
"Williams County, OH",2012,"18,863     ","17,374     ","1,489     ",7.9     ,,,,,
"Wood County, OH",2012,"68,703     ","63,991     ","4,712     ",6.9     ,,,,,
"Wyandot County, OH",2012,"12,139     ","11,310     ",829     ,6.8     ,,,,,
"Adair County, OK",2012,"8,450     ","7,701     ",749     ,8.9     ,,,,,
"Alfalfa County, OK",2012,"2,908     ","2,827     ",81     ,2.8     ,,,,,
"Atoka County, OK",2012,"4,977     ","4,650     ",327     ,6.6     ,,,,,
"Beaver County, OK",2012,"3,115     ","3,025     ",90     ,2.9     ,,,,,
"Beckham County, OK",2012,"12,507     ","12,140     ",367     ,2.9     ,,,,,
"Blaine County, OK",2012,"4,358     ","4,194     ",164     ,3.8     ,,,,,
"Bryan County, OK",2012,"17,542     ","16,629     ",913     ,5.2     ,,,,,
"Caddo County, OK",2012,"11,653     ","10,977     ",676     ,5.8     ,,,,,
"Canadian County, OK",2012,"63,242     ","60,849     ","2,393     ",3.8     ,,,,,
"Carter County, OK",2012,"21,829     ","20,659     ","1,170     ",5.4     ,,,,,
"Cherokee County, OK",2012,"18,883     ","17,593     ","1,290     ",6.8     ,,,,,
"Choctaw County, OK",2012,"5,799     ","5,324     ",475     ,8.2     ,,,,,
"Cimarron County, OK",2012,"1,286     ","1,246     ",40     ,3.1     ,,,,,
"Cleveland County, OK",2012,"135,737     ","130,292     ","5,445     ",4.0     ,,,,,
"Coal County, OK",2012,"2,355     ","2,193     ",162     ,6.9     ,,,,,
"Comanche County, OK",2012,"50,600     ","47,687     ","2,913     ",5.8     ,,,,,
"Cotton County, OK",2012,"2,872     ","2,715     ",157     ,5.5     ,,,,,
"Craig County, OK",2012,"6,334     ","5,987     ",347     ,5.5     ,,,,,
"Creek County, OK",2012,"31,442     ","29,614     ","1,828     ",5.8     ,,,,,
"Custer County, OK",2012,"15,623     ","15,083     ",540     ,3.5     ,,,,,
"Delaware County, OK",2012,"17,046     ","15,957     ","1,089     ",6.4     ,,,,,
"Dewey County, OK",2012,"2,374     ","2,300     ",74     ,3.1     ,,,,,
"Ellis County, OK",2012,"2,272     ","2,209     ",63     ,2.8     ,,,,,
"Garfield County, OK",2012,"29,420     ","28,264     ","1,156     ",3.9     ,,,,,
"Garvin County, OK",2012,"12,467     ","11,865     ",602     ,4.8     ,,,,,
"Grady County, OK",2012,"25,461     ","24,287     ","1,174     ",4.6     ,,,,,
"Grant County, OK",2012,"2,641     ","2,554     ",87     ,3.3     ,,,,,
"Greer County, OK",2012,"2,065     ","1,958     ",107     ,5.2     ,,,,,
"Harmon County, OK",2012,"1,409     ","1,345     ",64     ,4.5     ,,,,,
"Harper County, OK",2012,"1,912     ","1,853     ",59     ,3.1     ,,,,,
"Haskell County, OK",2012,"4,595     ","4,199     ",396     ,8.6     ,,,,,
"Hughes County, OK",2012,"5,743     ","5,296     ",447     ,7.8     ,,,,,
"Jackson County, OK",2012,"11,030     ","10,482     ",548     ,5.0     ,,,,,
"Jefferson County, OK",2012,"2,593     ","2,469     ",124     ,4.8     ,,,,,
"Johnston County, OK",2012,"3,632     ","3,357     ",275     ,7.6     ,,,,,
"Kay County, OK",2012,"20,202     ","18,811     ","1,391     ",6.9     ,,,,,
"Kingfisher County, OK",2012,"7,671     ","7,422     ",249     ,3.2     ,,,,,
"Kiowa County, OK",2012,"4,255     ","4,061     ",194     ,4.6     ,,,,,
"Latimer County, OK",2012,"4,526     ","4,154     ",372     ,8.2     ,,,,,
"Le Flore County, OK",2012,"19,991     ","18,323     ","1,668     ",8.3     ,,,,,
"Lincoln County, OK",2012,"15,493     ","14,747     ",746     ,4.8     ,,,,,
"Logan County, OK",2012,"20,523     ","19,653     ",870     ,4.2     ,,,,,
"Love County, OK",2012,"5,092     ","4,883     ",209     ,4.1     ,,,,,
"McClain County, OK",2012,"17,508     ","16,797     ",711     ,4.1     ,,,,,
"McCurtain County, OK",2012,"14,380     ","13,053     ","1,327     ",9.2     ,,,,,
"McIntosh County, OK",2012,"7,385     ","6,656     ",729     ,9.9     ,,,,,
"Major County, OK",2012,"4,060     ","3,922     ",138     ,3.4     ,,,,,
"Marshall County, OK",2012,"6,785     ","6,402     ",383     ,5.6     ,,,,,
"Mayes County, OK",2012,"18,397     ","17,310     ","1,087     ",5.9     ,,,,,
"Murray County, OK",2012,"6,651     ","6,353     ",298     ,4.5     ,,,,,
"Muskogee County, OK",2012,"29,972     ","28,023     ","1,949     ",6.5     ,,,,,
"Noble County, OK",2012,"5,472     ","5,237     ",235     ,4.3     ,,,,,
"Nowata County, OK",2012,"4,893     ","4,570     ",323     ,6.6     ,,,,,
"Okfuskee County, OK",2012,"4,391     ","4,066     ",325     ,7.4     ,,,,,
"Oklahoma County, OK",2012,"364,140     ","347,251     ","16,889     ",4.6     ,,,,,
"Okmulgee County, OK",2012,"16,459     ","15,194     ","1,265     ",7.7     ,,,,,
"Osage County, OK",2012,"21,225     ","20,023     ","1,202     ",5.7     ,,,,,
"Ottawa County, OK",2012,"14,490     ","13,385     ","1,105     ",7.6     ,,,,,
"Pawnee County, OK",2012,"7,467     ","6,991     ",476     ,6.4     ,,,,,
"Payne County, OK",2012,"37,750     ","36,030     ","1,720     ",4.6     ,,,,,
"Pittsburg County, OK",2012,"18,948     ","17,661     ","1,287     ",6.8     ,,,,,
"Pontotoc County, OK",2012,"18,190     ","17,294     ",896     ,4.9     ,,,,,
"Pottawatomie County, OK",2012,"31,914     ","30,271     ","1,643     ",5.1     ,,,,,
"Pushmataha County, OK",2012,"4,841     ","4,500     ",341     ,7.0     ,,,,,
"Roger Mills County, OK",2012,"2,098     ","2,040     ",58     ,2.8     ,,,,,
"Rogers County, OK",2012,"43,618     ","41,514     ","2,104     ",4.8     ,,,,,
"Seminole County, OK",2012,"9,945     ","9,189     ",756     ,7.6     ,,,,,
"Sequoyah County, OK",2012,"17,137     ","15,756     ","1,381     ",8.1     ,,,,,
"Stephens County, OK",2012,"20,492     ","19,516     ",976     ,4.8     ,,,,,
"Texas County, OK",2012,"8,950     ","8,589     ",361     ,4.0     ,,,,,
"Tillman County, OK",2012,"3,399     ","3,240     ",159     ,4.7     ,,,,,
"Tulsa County, OK",2012,"308,472     ","293,070     ","15,402     ",5.0     ,,,,,
"Wagoner County, OK",2012,"35,835     ","34,035     ","1,800     ",5.0     ,,,,,
"Washington County, OK",2012,"24,484     ","23,339     ","1,145     ",4.7     ,,,,,
"Washita County, OK",2012,"5,626     ","5,409     ",217     ,3.9     ,,,,,
"Woods County, OK",2012,"5,054     ","4,918     ",136     ,2.7     ,,,,,
"Woodward County, OK",2012,"10,551     ","10,191     ",360     ,3.4     ,,,,,
"Baker County, OR",2012,"7,136     ","6,384     ",752     ,10.5     ,,,,,
"Benton County, OR",2012,"45,224     ","42,512     ","2,712     ",6.0     ,,,,,
"Clackamas County, OR",2012,"201,578     ","185,371     ","16,207     ",8.0     ,,,,,
"Clatsop County, OR",2012,"18,647     ","17,017     ","1,630     ",8.7     ,,,,,
"Columbia County, OR",2012,"23,053     ","20,584     ","2,469     ",10.7     ,,,,,
"Coos County, OR",2012,"27,251     ","24,232     ","3,019     ",11.1     ,,,,,
"Crook County, OR",2012,"9,278     ","8,022     ","1,256     ",13.5     ,,,,,
"Curry County, OR",2012,"9,003     ","7,944     ","1,059     ",11.8     ,,,,,
"Deschutes County, OR",2012,"79,176     ","70,282     ","8,894     ",11.2     ,,,,,
"Douglas County, OR",2012,"45,963     ","40,478     ","5,485     ",11.9     ,,,,,
"Gilliam County, OR",2012,942     ,847     ,95     ,10.1     ,,,,,
"Grant County, OR",2012,"3,324     ","2,860     ",464     ,14.0     ,,,,,
"Harney County, OR",2012,"3,536     ","3,120     ",416     ,11.8     ,,,,,
"Hood River County, OR",2012,"14,119     ","13,097     ","1,022     ",7.2     ,,,,,
"Jackson County, OR",2012,"98,945     ","87,981     ","10,964     ",11.1     ,,,,,
"Jefferson County, OR",2012,"9,642     ","8,506     ","1,136     ",11.8     ,,,,,
"Josephine County, OR",2012,"33,545     ","29,471     ","4,074     ",12.1     ,,,,,
"Klamath County, OR",2012,"30,148     ","26,620     ","3,528     ",11.7     ,,,,,
"Lake County, OR",2012,"3,647     ","3,175     ",472     ,12.9     ,,,,,
"Lane County, OR",2012,"173,244     ","157,828     ","15,416     ",8.9     ,,,,,
"Lincoln County, OR",2012,"21,465     ","19,338     ","2,127     ",9.9     ,,,,,
"Linn County, OR",2012,"55,605     ","49,637     ","5,968     ",10.7     ,,,,,
"Malheur County, OR",2012,"12,899     ","11,692     ","1,207     ",9.4     ,,,,,
"Marion County, OR",2012,"151,415     ","136,344     ","15,071     ",10.0     ,,,,,
"Morrow County, OR",2012,"5,675     ","5,216     ",459     ,8.1     ,,,,,
"Multnomah County, OR",2012,"421,947     ","389,862     ","32,085     ",7.6     ,,,,,
"Polk County, OR",2012,"35,430     ","32,281     ","3,149     ",8.9     ,,,,,
"Sherman County, OR",2012,901     ,804     ,97     ,10.8     ,,,,,
"Tillamook County, OR",2012,"11,232     ","10,144     ","1,088     ",9.7     ,,,,,
"Umatilla County, OR",2012,"36,889     ","33,549     ","3,340     ",9.1     ,,,,,
