County Name/State Abbreviation,Year,Labor Force,Employed,Unemployed,Unemployment Rate
"Macon County, AL",2014,"8,250     ","7,502     ",748     ,9.1     
"Madison County, AL",2014,"170,377     ","159,923     ","10,454     ",6.1     
"Marengo County, AL",2014,"7,636     ","7,031     ",605     ,7.9     
"Marion County, AL",2014,"12,311     ","11,342     ",969     ,7.9     
"Marshall County, AL",2014,"39,974     ","37,321     ","2,653     ",6.6     
"Mobile County, AL",2014,"185,640     ","171,332     ","14,308     ",7.7     
"Monroe County, AL",2014,"7,625     ","6,787     ",838     ,11.0     
"Montgomery County, AL",2014,"105,193     ","98,012     ","7,181     ",6.8     
"Morgan County, AL",2014,"56,135     ","52,450     ","3,685     ",6.6     
"Perry County, AL",2014,"3,494     ","3,073     ",421     ,12.0     
"Pickens County, AL",2014,"7,770     ","7,139     ",631     ,8.1     
"Pike County, AL",2014,"14,975     ","13,877     ","1,098     ",7.3     
"Randolph County, AL",2014,"9,291     ","8,669     ",622     ,6.7     
"Russell County, AL",2014,"24,812     ","23,197     ","1,615     ",6.5     
"St. Clair County, AL",2014,"38,577     ","36,367     ","2,210     ",5.7     
"Shelby County, AL",2014,"107,413     ","102,624     ","4,789     ",4.5     
"Sumter County, AL",2014,"5,381     ","4,927     ",454     ,8.4     
"Talladega County, AL",2014,"35,445     ","32,710     ","2,735     ",7.7     
"Tallapoosa County, AL",2014,"18,448     ","17,072     ","1,376     ",7.5     
"Tuscaloosa County, AL",2014,"97,230     ","91,523     ","5,707     ",5.9     
"Walker County, AL",2014,"25,796     ","23,766     ","2,030     ",7.9     
"Washington County, AL",2014,"6,664     ","6,028     ",636     ,9.5     
"Wilcox County, AL",2014,"2,868     ","2,385     ",483     ,16.8     
"Winston County, AL",2014,"9,647     ","8,822     ",825     ,8.6     
"Aleutians East Borough, AK",2014,"2,219     ","2,121     ",98     ,4.4     
"Aleutians West Census Area, AK",2014,"4,464     ","4,253     ",211     ,4.7     
"Anchorage Borough/municipality, AK",2014,"157,650     ","149,591     ","8,059     ",5.1     
"Bethel Census Area, AK",2014,"7,270     ","6,120     ","1,150     ",15.8     
"Bristol Bay Borough, AK",2014,495     ,456     ,39     ,7.9     
"Denali Borough, AK",2014,"1,068     ",959     ,109     ,10.2     
"Dillingham Census Area, AK",2014,"2,111     ","1,902     ",209     ,9.9     
"Fairbanks North Star Borough, AK",2014,"46,662     ","44,016     ","2,646     ",5.7     
"Haines Borough, AK",2014,"1,108     ",991     ,117     ,10.6     
"Hoonah-Angoon Census Area, AK",2014,"1,134     ",965     ,169     ,14.9     
"Juneau Borough/city, AK",2014,"17,412     ","16,548     ",864     ,5.0     
"Kenai Peninsula Borough, AK",2014,"27,867     ","25,712     ","2,155     ",7.7     
"Ketchikan Gateway Borough, AK",2014,"7,083     ","6,535     ",548     ,7.7     
"Kodiak Island Borough, AK",2014,"6,563     ","6,197     ",366     ,5.6     
"Kusilvak Census Area, AK",2014,"2,812     ","2,152     ",660     ,23.5     
"Lake and Peninsula Borough, AK",2014,641     ,538     ,103     ,16.1     
"Matanuska-Susitna Borough, AK",2014,"44,744     ","41,199     ","3,545     ",7.9     
"Nome Census Area, AK",2014,"4,107     ","3,610     ",497     ,12.1     
"North Slope Borough, AK",2014,"4,338     ","4,084     ",254     ,5.9     
"Northwest Arctic Borough, AK",2014,"2,991     ","2,490     ",501     ,16.8     
"Petersburg Borough, AK",2014,"1,577     ","1,430     ",147     ,9.3     
"Prince of Wales-Hyder Census Area, AK",2014,"2,825     ","2,453     ",372     ,13.2     
"Sitka Borough/city, AK",2014,"4,669     ","4,435     ",234     ,5.0     
"Skagway Municipality, AK",2014,802     ,708     ,94     ,11.7     
"Southeast Fairbanks Census Area, AK",2014,"2,908     ","2,530     ",378     ,13.0     
"Valdez-Cordova Census Area, AK",2014,"4,865     ","4,404     ",461     ,9.5     
"Wrangell Borough/city, AK",2014,"1,057     ",970     ,87     ,8.2     
"Yakutat Borough/city, AK",2014,273     ,246     ,27     ,9.9     
"Yukon-Koyukuk Census Area, AK",2014,"2,571     ","2,091     ",480     ,18.7     
"Apache County, AZ",2014,"21,345     ","17,994     ","3,351     ",15.7     
"Cochise County, AZ",2014,"51,273     ","46,954     ","4,319     ",8.4     
"Coconino County, AZ",2014,"72,671     ","67,508     ","5,163     ",7.1     
"Gila County, AZ",2014,"21,544     ","19,750     ","1,794     ",8.3     
"Graham County, AZ",2014,"14,529     ","13,447     ","1,082     ",7.4     
"Greenlee County, AZ",2014,"4,748     ","4,439     ",309     ,6.5     
"La Paz County, AZ",2014,"8,002     ","7,394     ",608     ,7.6     
"Maricopa County, AZ",2014,"1,973,683     ","1,858,871     ","114,812     ",5.8     
"Mohave County, AZ",2014,"78,835     ","71,947     ","6,888     ",8.7     
"Navajo County, AZ",2014,"41,943     ","37,291     ","4,652     ",11.1     
"Pima County, AZ",2014,"465,898     ","437,713     ","28,185     ",6.0     
"Pinal County, AZ",2014,"154,678     ","143,829     ","10,849     ",7.0     
"Santa Cruz County, AZ",2014,"20,422     ","17,777     ","2,645     ",13.0     
"Yavapai County, AZ",2014,"94,877     ","88,836     ","6,041     ",6.4     
"Yuma County, AZ",2014,"93,996     ","72,444     ","21,552     ",22.9     
"Arkansas County, AR",2014,"9,545     ","9,045     ",500     ,5.2     
"Ashley County, AR",2014,"8,736     ","7,962     ",774     ,8.9     
"Baxter County, AR",2014,"16,104     ","15,052     ","1,052     ",6.5     
"Benton County, AR",2014,"116,340     ","111,104     ","5,236     ",4.5     
"Boone County, AR",2014,"15,780     ","14,858     ",922     ,5.8     
"Bradley County, AR",2014,"4,349     ","4,008     ",341     ,7.8     
"Calhoun County, AR",2014,"2,397     ","2,244     ",153     ,6.4     
"Carroll County, AR",2014,"12,641     ","12,001     ",640     ,5.1     
"Chicot County, AR",2014,"3,877     ","3,480     ",397     ,10.2     
"Clark County, AR",2014,"9,749     ","9,100     ",649     ,6.7     
"Clay County, AR",2014,"6,459     ","5,964     ",495     ,7.7     
"Cleburne County, AR",2014,"9,821     ","9,028     ",793     ,8.1     
"Cleveland County, AR",2014,"3,481     ","3,249     ",232     ,6.7     
"Columbia County, AR",2014,"9,630     ","8,957     ",673     ,7.0     
"Conway County, AR",2014,"8,667     ","8,061     ",606     ,7.0     
"Craighead County, AR",2014,"49,862     ","47,210     ","2,652     ",5.3     
"Crawford County, AR",2014,"27,006     ","25,426     ","1,580     ",5.9     
"Crittenden County, AR",2014,"21,584     ","20,031     ","1,553     ",7.2     
"Cross County, AR",2014,"8,153     ","7,646     ",507     ,6.2     
"Dallas County, AR",2014,"3,001     ","2,737     ",264     ,8.8     
"Desha County, AR",2014,"5,600     ","5,159     ",441     ,7.9     
"Drew County, AR",2014,"8,180     ","7,518     ",662     ,8.1     
"Faulkner County, AR",2014,"59,498     ","56,270     ","3,228     ",5.4     
"Franklin County, AR",2014,"7,343     ","6,936     ",407     ,5.5     
"Fulton County, AR",2014,"4,823     ","4,549     ",274     ,5.7     
"Garland County, AR",2014,"40,645     ","38,129     ","2,516     ",6.2     
"Grant County, AR",2014,"8,287     ","7,844     ",443     ,5.3     
"Greene County, AR",2014,"19,777     ","18,553     ","1,224     ",6.2     
"Hempstead County, AR",2014,"10,056     ","9,473     ",583     ,5.8     
"Hot Spring County, AR",2014,"14,124     ","13,327     ",797     ,5.6     
"Howard County, AR",2014,"6,254     ","5,900     ",354     ,5.7     
"Independence County, AR",2014,"15,590     ","14,403     ","1,187     ",7.6     
"Izard County, AR",2014,"4,952     ","4,587     ",365     ,7.4     
"Jackson County, AR",2014,"6,231     ","5,669     ",562     ,9.0     
"Jefferson County, AR",2014,"29,713     ","27,170     ","2,543     ",8.6     
"Johnson County, AR",2014,"10,380     ","9,716     ",664     ,6.4     
"Lafayette County, AR",2014,"2,711     ","2,507     ",204     ,7.5     
"Lawrence County, AR",2014,"7,129     ","6,625     ",504     ,7.1     
"Lee County, AR",2014,"3,274     ","3,033     ",241     ,7.4     
"Lincoln County, AR",2014,"4,246     ","3,952     ",294     ,6.9     
"Little River County, AR",2014,"5,587     ","5,228     ",359     ,6.4     
"Logan County, AR",2014,"9,150     ","8,616     ",534     ,5.8     
"Lonoke County, AR",2014,"33,001     ","31,356     ","1,645     ",5.0     
"Madison County, AR",2014,"7,023     ","6,691     ",332     ,4.7     
"Marion County, AR",2014,"6,582     ","6,178     ",404     ,6.1     
"Miller County, AR",2014,"19,522     ","18,411     ","1,111     ",5.7     
"Mississippi County, AR",2014,"19,205     ","17,473     ","1,732     ",9.0     
"Monroe County, AR",2014,"3,116     ","2,911     ",205     ,6.6     
"Montgomery County, AR",2014,"3,400     ","3,137     ",263     ,7.7     
"Nevada County, AR",2014,"3,732     ","3,513     ",219     ,5.9     
"Newton County, AR",2014,"3,388     ","3,195     ",193     ,5.7     
"Ouachita County, AR",2014,"10,085     ","9,304     ",781     ,7.7     
"Perry County, AR",2014,"4,261     ","3,940     ",321     ,7.5     
"Phillips County, AR",2014,"7,277     ","6,593     ",684     ,9.4     
"Pike County, AR",2014,"4,273     ","3,970     ",303     ,7.1     
"Poinsett County, AR",2014,"10,177     ","9,489     ",688     ,6.8     
"Polk County, AR",2014,"8,546     ","8,024     ",522     ,6.1     
"Pope County, AR",2014,"29,921     ","28,094     ","1,827     ",6.1     
"Prairie County, AR",2014,"3,841     ","3,624     ",217     ,5.6     
"Pulaski County, AR",2014,"185,985     ","175,968     ","10,017     ",5.4     
"Randolph County, AR",2014,"6,592     ","6,084     ",508     ,7.7     
"St. Francis County, AR",2014,"9,044     ","8,274     ",770     ,8.5     
"Saline County, AR",2014,"55,039     ","52,439     ","2,600     ",4.7     
"Scott County, AR",2014,"4,614     ","4,388     ",226     ,4.9     
"Searcy County, AR",2014,"3,016     ","2,829     ",187     ,6.2     
"Sebastian County, AR",2014,"57,622     ","54,425     ","3,197     ",5.5     
"Sevier County, AR",2014,"5,889     ","5,491     ",398     ,6.8     
"Sharp County, AR",2014,"6,006     ","5,510     ",496     ,8.3     
"Stone County, AR",2014,"4,735     ","4,382     ",353     ,7.5     
"Union County, AR",2014,"16,754     ","15,545     ","1,209     ",7.2     
"Van Buren County, AR",2014,"6,503     ","5,988     ",515     ,7.9     
"Washington County, AR",2014,"111,044     ","106,301     ","4,743     ",4.3     
"White County, AR",2014,"34,720     ","32,332     ","2,388     ",6.9     
"Woodruff County, AR",2014,"3,189     ","2,952     ",237     ,7.4     
"Yell County, AR",2014,"9,128     ","8,627     ",501     ,5.5     
"Alameda County, CA",2014,"806,326     ","758,819     ","47,507     ",5.9     
"Alpine County, CA",2014,509     ,467     ,42     ,8.3     
"Amador County, CA",2014,"14,321     ","13,118     ","1,203     ",8.4     
"Butte County, CA",2014,"101,057     ","92,215     ","8,842     ",8.7     
"Calaveras County, CA",2014,"20,205     ","18,569     ","1,636     ",8.1     
"Colusa County, CA",2014,"11,078     ","9,131     ","1,947     ",17.6     
"Contra Costa County, CA",2014,"538,458     ","504,821     ","33,637     ",6.2     
"Del Norte County, CA",2014,"9,915     ","8,905     ","1,010     ",10.2     
"El Dorado County, CA",2014,"87,730     ","81,532     ","6,198     ",7.1     
"Fresno County, CA",2014,"437,617     ","386,366     ","51,251     ",11.7     
"Glenn County, CA",2014,"12,783     ","11,405     ","1,378     ",10.8     
"Humboldt County, CA",2014,"62,235     ","58,036     ","4,199     ",6.7     
"Imperial County, CA",2014,"78,264     ","59,281     ","18,983     ",24.3     
"Inyo County, CA",2014,"9,192     ","8,558     ",634     ,6.9     
"Kern County, CA",2014,"391,896     ","350,628     ","41,268     ",10.5     
"Kings County, CA",2014,"57,361     ","50,447     ","6,914     ",12.1     
"Lake County, CA",2014,"29,230     ","26,585     ","2,645     ",9.0     
"Lassen County, CA",2014,"10,798     ","9,803     ",995     ,9.2     
"Los Angeles County, CA",2014,"4,982,412     ","4,572,171     ","410,241     ",8.2     
"Madera County, CA",2014,"61,712     ","54,720     ","6,992     ",11.3     
"Marin County, CA",2014,"138,458     ","132,477     ","5,981     ",4.3     
"Mariposa County, CA",2014,"8,077     ","7,359     ",718     ,8.9     
"Mendocino County, CA",2014,"40,301     ","37,446     ","2,855     ",7.1     
"Merced County, CA",2014,"114,169     ","99,355     ","14,814     ",13.0     
"Modoc County, CA",2014,"3,361     ","3,012     ",349     ,10.4     
"Mono County, CA",2014,"8,224     ","7,637     ",587     ,7.1     
"Monterey County, CA",2014,"217,354     ","197,439     ","19,915     ",9.2     
"Napa County, CA",2014,"73,259     ","69,047     ","4,212     ",5.7     
"Nevada County, CA",2014,"47,746     ","44,581     ","3,165     ",6.6     
"Orange County, CA",2014,"1,565,446     ","1,478,476     ","86,970     ",5.6     
"Placer County, CA",2014,"175,097     ","163,994     ","11,103     ",6.3     
"Plumas County, CA",2014,"8,088     ","7,144     ",944     ,11.7     
"Riverside County, CA",2014,"1,009,162     ","925,465     ","83,697     ",8.3     
"Sacramento County, CA",2014,"677,696     ","627,615     ","50,081     ",7.4     
"San Benito County, CA",2014,"29,121     ","26,372     ","2,749     ",9.4     
"San Bernardino County, CA",2014,"903,649     ","830,461     ","73,188     ",8.1     
"San Diego County, CA",2014,"1,537,512     ","1,437,398     ","100,114     ",6.5     
"San Francisco County/city, CA",2014,"527,320     ","503,984     ","23,336     ",4.4     
"San Joaquin County, CA",2014,"311,543     ","278,342     ","33,201     ",10.7     
"San Luis Obispo County, CA",2014,"139,919     ","132,020     ","7,899     ",5.6     
"San Mateo County, CA",2014,"425,863     ","407,692     ","18,171     ",4.3     
"Santa Barbara County, CA",2014,"217,331     ","203,882     ","13,449     ",6.2     
"Santa Clara County, CA",2014,"987,613     ","936,090     ","51,523     ",5.2     
"Santa Cruz County, CA",2014,"142,048     ","129,469     ","12,579     ",8.9     
"Shasta County, CA",2014,"74,741     ","67,469     ","7,272     ",9.7     
"Sierra County, CA",2014,"1,410     ","1,266     ",144     ,10.2     
"Siskiyou County, CA",2014,"17,977     ","15,961     ","2,016     ",11.2     
"Solano County, CA",2014,"202,391     ","186,972     ","15,419     ",7.6     
"Sonoma County, CA",2014,"255,563     ","241,048     ","14,515     ",5.7     
"Stanislaus County, CA",2014,"240,222     ","213,079     ","27,143     ",11.3     
"Sutter County, CA",2014,"44,230     ","38,574     ","5,656     ",12.8     
"Tehama County, CA",2014,"25,041     ","22,605     ","2,436     ",9.7     
"Trinity County, CA",2014,"5,161     ","4,668     ",493     ,9.6     
"Tulare County, CA",2014,"197,913     ","171,630     ","26,283     ",13.3     
"Tuolumne County, CA",2014,"21,536     ","19,651     ","1,885     ",8.8     
"Ventura County, CA",2014,"429,179     ","400,313     ","28,866     ",6.7     
"Yolo County, CA",2014,"102,028     ","94,258     ","7,770     ",7.6     
"Yuba County, CA",2014,"27,853     ","24,696     ","3,157     ",11.3     
"Adams County, CO",2014,"244,942     ","230,977     ","13,965     ",5.7     
"Alamosa County, CO",2014,"7,509     ","6,970     ",539     ,7.2     
"Arapahoe County, CO",2014,"331,140     ","314,951     ","16,189     ",4.9     
"Archuleta County, CO",2014,"5,722     ","5,381     ",341     ,6.0     
"Baca County, CO",2014,"1,925     ","1,872     ",53     ,2.8     
"Bent County, CO",2014,"1,651     ","1,564     ",87     ,5.3     
"Boulder County, CO",2014,"176,123     ","168,947     ","7,176     ",4.1     
"Broomfield County/city, CO",2014,"34,165     ","32,727     ","1,438     ",4.2     
"Chaffee County, CO",2014,"8,381     ","8,017     ",364     ,4.3     
"Cheyenne County, CO",2014,971     ,943     ,28     ,2.9     
"Clear Creek County, CO",2014,"5,515     ","5,260     ",255     ,4.6     
"Conejos County, CO",2014,"3,607     ","3,327     ",280     ,7.8     
"Costilla County, CO",2014,"1,608     ","1,463     ",145     ,9.0     
"Crowley County, CO",2014,"1,315     ","1,238     ",77     ,5.9     
"Custer County, CO",2014,"1,979     ","1,888     ",91     ,4.6     
"Delta County, CO",2014,"13,592     ","12,638     ",954     ,7.0     
"Denver County/city, CO",2014,"368,663     ","351,002     ","17,661     ",4.8     
"Dolores County, CO",2014,"1,329     ","1,277     ",52     ,3.9     
"Douglas County, CO",2014,"169,151     ","162,392     ","6,759     ",4.0     
"Eagle County, CO",2014,"32,381     ","31,036     ","1,345     ",4.2     
"Elbert County, CO",2014,"12,954     ","12,403     ",551     ,4.3     
"El Paso County, CO",2014,"306,538     ","288,214     ","18,324     ",6.0     
"Fremont County, CO",2014,"14,524     ","13,336     ","1,188     ",8.2     
"Garfield County, CO",2014,"31,156     ","29,525     ","1,631     ",5.2     
"Gilpin County, CO",2014,"3,448     ","3,298     ",150     ,4.4     
"Grand County, CO",2014,"8,927     ","8,570     ",357     ,4.0     
"Gunnison County, CO",2014,"9,670     ","9,281     ",389     ,4.0     
"Hinsdale County, CO",2014,434     ,418     ,16     ,3.7     
"Huerfano County, CO",2014,"2,409     ","2,169     ",240     ,10.0     
"Jackson County, CO",2014,834     ,804     ,30     ,3.6     
"Jefferson County, CO",2014,"307,519     ","293,571     ","13,948     ",4.5     
"Kiowa County, CO",2014,752     ,727     ,25     ,3.3     
"Kit Carson County, CO",2014,"4,311     ","4,180     ",131     ,3.0     
"Lake County, CO",2014,"4,504     ","4,296     ",208     ,4.6     
"La Plata County, CO",2014,"29,907     ","28,651     ","1,256     ",4.2     
"Larimer County, CO",2014,"177,024     ","169,514     ","7,510     ",4.2     
"Las Animas County, CO",2014,"6,422     ","5,940     ",482     ,7.5     
"Lincoln County, CO",2014,"2,132     ","2,046     ",86     ,4.0     
"Logan County, CO",2014,"10,992     ","10,577     ",415     ,3.8     
"Mesa County, CO",2014,"73,179     ","68,640     ","4,539     ",6.2     
"Mineral County, CO",2014,424     ,403     ,21     ,5.0     
"Moffat County, CO",2014,"7,303     ","6,884     ",419     ,5.7     
"Montezuma County, CO",2014,"12,650     ","11,883     ",767     ,6.1     
"Montrose County, CO",2014,"19,260     ","17,958     ","1,302     ",6.8     
"Morgan County, CO",2014,"14,802     ","14,125     ",677     ,4.6     
"Otero County, CO",2014,"7,966     ","7,360     ",606     ,7.6     
"Ouray County, CO",2014,"2,133     ","2,010     ",123     ,5.8     
"Park County, CO",2014,"9,352     ","8,924     ",428     ,4.6     
"Phillips County, CO",2014,"2,252     ","2,178     ",74     ,3.3     
"Pitkin County, CO",2014,"11,020     ","10,486     ",534     ,4.8     
"Prowers County, CO",2014,"5,724     ","5,457     ",267     ,4.7     
"Pueblo County, CO",2014,"72,273     ","67,010     ","5,263     ",7.3     
"Rio Blanco County, CO",2014,"2,939     ","2,765     ",174     ,5.9     
"Rio Grande County, CO",2014,"4,817     ","4,376     ",441     ,9.2     
"Routt County, CO",2014,"14,378     ","13,782     ",596     ,4.1     
"Saguache County, CO",2014,"3,003     ","2,742     ",261     ,8.7     
"San Juan County, CO",2014,475     ,450     ,25     ,5.3     
"San Miguel County, CO",2014,"4,919     ","4,687     ",232     ,4.7     
"Sedgwick County, CO",2014,"1,086     ","1,036     ",50     ,4.6     
"Summit County, CO",2014,"20,071     ","19,398     ",673     ,3.4     
"Teller County, CO",2014,"11,577     ","10,902     ",675     ,5.8     
"Washington County, CO",2014,"2,645     ","2,562     ",83     ,3.1     
"Weld County, CO",2014,"145,343     ","138,877     ","6,466     ",4.4     
"Yuma County, CO",2014,"4,956     ","4,792     ",164     ,3.3     
"Fairfield County, CT",2014,"476,338     ","446,866     ","29,472     ",6.2     
"Hartford County, CT",2014,"473,887     ","441,855     ","32,032     ",6.8     
"Litchfield County, CT",2014,"105,542     ","99,183     ","6,359     ",6.0     
"Middlesex County, CT",2014,"92,331     ","87,058     ","5,273     ",5.7     
"New Haven County, CT",2014,"456,659     ","423,672     ","32,987     ",7.2     
"New London County, CT",2014,"136,834     ","127,534     ","9,300     ",6.8     
"Tolland County, CT",2014,"84,809     ","79,875     ","4,934     ",5.8     
"Windham County, CT",2014,"62,700     ","58,074     ","4,626     ",7.4     
"Kent County, DE",2014,"75,102     ","70,391     ","4,711     ",6.3     
"New Castle County, DE",2014,"282,923     ","267,664     ","15,259     ",5.4     
"Sussex County, DE",2014,"94,687     ","89,345     ","5,342     ",5.6     
District of Columbia,2014,"379,678     ","350,415     ","29,263     ",7.7     
"Alachua County, FL",2014,"129,301     ","122,367     ","6,934     ",5.4     
"Baker County, FL",2014,"11,192     ","10,454     ",738     ,6.6     
"Bay County, FL",2014,"87,426     ","81,720     ","5,706     ",6.5     
"Bradford County, FL",2014,"10,733     ","10,110     ",623     ,5.8     
"Brevard County, FL",2014,"257,569     ","239,073     ","18,496     ",7.2     
"Broward County, FL",2014,"985,640     ","925,482     ","60,158     ",6.1     
"Calhoun County, FL",2014,"4,939     ","4,586     ",353     ,7.1     
"Charlotte County, FL",2014,"66,794     ","62,075     ","4,719     ",7.1     
"Citrus County, FL",2014,"48,186     ","43,951     ","4,235     ",8.8     
"Clay County, FL",2014,"97,643     ","91,867     ","5,776     ",5.9     
"Collier County, FL",2014,"159,799     ","149,982     ","9,817     ",6.1     
"Columbia County, FL",2014,"28,321     ","26,384     ","1,937     ",6.8     
"DeSoto County, FL",2014,"13,152     ","12,185     ",967     ,7.4     
"Dixie County, FL",2014,"5,549     ","5,126     ",423     ,7.6     
"Duval County, FL",2014,"459,322     ","427,557     ","31,765     ",6.9     
"Escambia County, FL",2014,"139,128     ","129,917     ","9,211     ",6.6     
"Flagler County, FL",2014,"43,164     ","39,906     ","3,258     ",7.5     
"Franklin County, FL",2014,"4,936     ","4,650     ",286     ,5.8     
"Gadsden County, FL",2014,"18,794     ","17,202     ","1,592     ",8.5     
"Gilchrist County, FL",2014,"6,548     ","6,094     ",454     ,6.9     
"Glades County, FL",2014,"4,915     ","4,527     ",388     ,7.9     
"Gulf County, FL",2014,"6,114     ","5,732     ",382     ,6.2     
"Hamilton County, FL",2014,"4,602     ","4,241     ",361     ,7.8     
"Hardee County, FL",2014,"10,332     ","9,516     ",816     ,7.9     
"Hendry County, FL",2014,"15,825     ","13,984     ","1,841     ",11.6     
"Hernando County, FL",2014,"66,188     ","60,781     ","5,407     ",8.2     
"Highlands County, FL",2014,"35,813     ","32,705     ","3,108     ",8.7     
"Hillsborough County, FL",2014,"681,695     ","641,101     ","40,594     ",6.0     
"Holmes County, FL",2014,"6,852     ","6,361     ",491     ,7.2     
"Indian River County, FL",2014,"61,680     ","56,676     ","5,004     ",8.1     
"Jackson County, FL",2014,"17,458     ","16,256     ","1,202     ",6.9     
"Jefferson County, FL",2014,"5,489     ","5,116     ",373     ,6.8     
"Lafayette County, FL",2014,"3,348     ","3,171     ",177     ,5.3     
"Lake County, FL",2014,"138,134     ","129,049     ","9,085     ",6.6     
"Lee County, FL",2014,"309,859     ","290,623     ","19,236     ",6.2     
"Leon County, FL",2014,"149,611     ","141,074     ","8,537     ",5.7     
"Levy County, FL",2014,"16,276     ","15,129     ","1,147     ",7.0     
"Liberty County, FL",2014,"2,748     ","2,560     ",188     ,6.8     
"Madison County, FL",2014,"7,727     ","7,161     ",566     ,7.3     
"Manatee County, FL",2014,"160,276     ","150,831     ","9,445     ",5.9     
"Marion County, FL",2014,"131,442     ","121,579     ","9,863     ",7.5     
"Martin County, FL",2014,"68,572     ","64,296     ","4,276     ",6.2     
"Miami-Dade County, FL",2014,"1,298,195     ","1,210,346     ","87,849     ",6.8     
"Monroe County, FL",2014,"44,941     ","43,038     ","1,903     ",4.2     
"Nassau County, FL",2014,"36,208     ","33,989     ","2,219     ",6.1     
"Okaloosa County, FL",2014,"91,890     ","87,023     ","4,867     ",5.3     
"Okeechobee County, FL",2014,"17,652     ","16,316     ","1,336     ",7.6     
"Orange County, FL",2014,"675,438     ","634,818     ","40,620     ",6.0     
"Osceola County, FL",2014,"152,455     ","141,903     ","10,552     ",6.9     
"Palm Beach County, FL",2014,"683,721     ","642,418     ","41,303     ",6.0     
"Pasco County, FL",2014,"212,730     ","198,120     ","14,610     ",6.9     
"Pinellas County, FL",2014,"470,895     ","442,921     ","27,974     ",5.9     
"Polk County, FL",2014,"278,128     ","257,543     ","20,585     ",7.4     
"Putnam County, FL",2014,"27,922     ","25,416     ","2,506     ",9.0     
"St. Johns County, FL",2014,"110,429     ","105,091     ","5,338     ",4.8     
"St. Lucie County, FL",2014,"130,404     ","119,663     ","10,741     ",8.2     
"Santa Rosa County, FL",2014,"72,991     ","68,881     ","4,110     ",5.6     
"Sarasota County, FL",2014,"174,637     ","164,132     ","10,505     ",6.0     
"Seminole County, FL",2014,"235,652     ","221,800     ","13,852     ",5.9     
"Sumter County, FL",2014,"28,243     ","25,819     ","2,424     ",8.6     
"Suwannee County, FL",2014,"17,944     ","16,781     ","1,163     ",6.5     
